Orthogroup	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0000135	Pocillopora_meandrina_HIv1___RNAseq.g3227.t1, Pocillopora_meandrina_HIv1___RNAseq.g3220.t1, Pocillopora_meandrina_HIv1___RNAseq.g3217.t2, Pocillopora_meandrina_HIv1___RNAseq.g3225.t1, Pocillopora_meandrina_HIv1___RNAseq.g3226.t1, Pocillopora_meandrina_HIv1___RNAseq.g3224.t1, Pocillopora_meandrina_HIv1___RNAseq.g658.t1, Pocillopora_meandrina_HIv1___RNAseq.g4860.t1, Pocillopora_meandrina_HIv1___RNAseq.g3184.t1, Pocillopora_meandrina_HIv1___TS.g18290.t1, Pocillopora_meandrina_HIv1___RNAseq.g4862.t1, Pocillopora_meandrina_HIv1___RNAseq.g4852.t1, Pocillopora_meandrina_HIv1___RNAseq.g3222.t1	Peve_00042037, Peve_00022262, Peve_00042741, Peve_00042033, Peve_00036860, Peve_00011788, Peve_00027939, Peve_00011780, Peve_00027936, Peve_00018390, Peve_00025349, Peve_00042032, Peve_00017318
OG0000137	Pocillopora_meandrina_HIv1___RNAseq.g22690.t1	Peve_00012221, Peve_00006034, Peve_00034741, Peve_00035334, Peve_00032835, Peve_00042814, Peve_00011512, Peve_00038360, Peve_00038151, Peve_00007405, Peve_00007406, Peve_00036794, Peve_00033825, Peve_00042885, Peve_00000899, Peve_00030168, Peve_00032247, Peve_00035381, Peve_00003200, Peve_00042725, Peve_00032834, Peve_00020861, Peve_00041724, Peve_00001978, Peve_00035335, Peve_00020660, Peve_00009388
OG0000139	Pocillopora_meandrina_HIv1___RNAseq.g23299.t1	Peve_00041630, Peve_00032159, Peve_00007783, Peve_00025887, Peve_00025369, Peve_00031196, Peve_00042828, Peve_00014247, Peve_00034466, Peve_00036319, Peve_00027925, Peve_00035629, Peve_00013303, Peve_00011198, Peve_00018924, Peve_00019194, Peve_00035093, Peve_00016394, Peve_00027451, Peve_00024268, Peve_00016789, Peve_00041277, Peve_00020881, Peve_00037439, Peve_00036420, Peve_00020014, Peve_00040232, Peve_00040234, Peve_00040259
OG0000142	Pocillopora_meandrina_HIv1___RNAseq.g16393.t1	Peve_00030124, Peve_00026704
OG0000142	Pocillopora_meandrina_HIv1___RNAseq.g22964.t1	Peve_00034525, Peve_00006670, Peve_00017012, Peve_00028210, Peve_00026805, Peve_00029063, Peve_00027158, Peve_00029065, Peve_00001523, Peve_00009464, Peve_00029023, Peve_00019604, Peve_00030857, Peve_00002077, Peve_00013292, Peve_00018440, Peve_00015718, Peve_00001695, Peve_00016351, Peve_00039854, Peve_00011432, Peve_00032482, Peve_00020245
OG0000145	Pocillopora_meandrina_HIv1___RNAseq.g30235.t1, Pocillopora_meandrina_HIv1___RNAseq.g30223.t1	Peve_00033165
OG0000145	Pocillopora_meandrina_HIv1___RNAseq.g27643.t1	Peve_00019068, Peve_00032469, Peve_00014756, Peve_00005888, Peve_00001706, Peve_00014772, Peve_00014770, Peve_00019069, Peve_00032472, Peve_00014765, Peve_00014766, Peve_00032474, Peve_00005906
OG0000145	Pocillopora_meandrina_HIv1___TS.g15024.t1, Pocillopora_meandrina_HIv1___TS.g15041.t1, Pocillopora_meandrina_HIv1___TS.g15009.t1, Pocillopora_meandrina_HIv1___RNAseq.g27658.t1	Peve_00032473, Peve_00032476, Peve_00032480
OG0000146	Pocillopora_meandrina_HIv1___RNAseq.g15460.t1, Pocillopora_meandrina_HIv1___RNAseq.g15462.t1, Pocillopora_meandrina_HIv1___RNAseq.g15436.t1, Pocillopora_meandrina_HIv1___TS.g10490.t1, Pocillopora_meandrina_HIv1___RNAseq.g15437.t1, Pocillopora_meandrina_HIv1___RNAseq.g15438.t1, Pocillopora_meandrina_HIv1___RNAseq.g611.t1, Pocillopora_meandrina_HIv1___RNAseq.g15443.t1, Pocillopora_meandrina_HIv1___RNAseq.g15469.t1, Pocillopora_meandrina_HIv1___TS.g10451.t1, Pocillopora_meandrina_HIv1___RNAseq.g15470.t2, Pocillopora_meandrina_HIv1___RNAseq.g15440.t1, Pocillopora_meandrina_HIv1___TS.g10468.t1, Pocillopora_meandrina_HIv1___TS.g10469.t1	Peve_00043584
OG0000147	Pocillopora_meandrina_HIv1___RNAseq.g22530.t1, Pocillopora_meandrina_HIv1___RNAseq.g22074.t1, Pocillopora_meandrina_HIv1___TS.g4277.t2, Pocillopora_meandrina_HIv1___TS.g13639.t1a, Pocillopora_meandrina_HIv1___RNAseq.g2090.t1, Pocillopora_meandrina_HIv1___RNAseq.g19632.t1, Pocillopora_meandrina_HIv1___RNAseq.g9926.t1, Pocillopora_meandrina_HIv1___RNAseq.g10200.t1, Pocillopora_meandrina_HIv1___RNAseq.g19234.t1, Pocillopora_meandrina_HIv1___RNAseq.g9425.t1, Pocillopora_meandrina_HIv1___RNAseq.g27202.t1, Pocillopora_meandrina_HIv1___RNAseq.g1286.t1, Pocillopora_meandrina_HIv1___RNAseq.g25213.t1, Pocillopora_meandrina_HIv1___RNAseq.g25203.t1, Pocillopora_meandrina_HIv1___RNAseq.g28162.t1, Pocillopora_meandrina_HIv1___TS.g17314.t1, Pocillopora_meandrina_HIv1___RNAseq.g13277.t1, Pocillopora_meandrina_HIv1___RNAseq.g16582.t1, Pocillopora_meandrina_HIv1___TS.g19553.t1e, Pocillopora_meandrina_HIv1___TS.g9314.t1, Pocillopora_meandrina_HIv1___RNAseq.g4358.t1, Pocillopora_meandrina_HIv1___RNAseq.g1817.t1, Pocillopora_meandrina_HIv1___RNAseq.g16823.t1a, Pocillopora_meandrina_HIv1___TS.g23457.t1, Pocillopora_meandrina_HIv1___RNAseq.g21897.t1, Pocillopora_meandrina_HIv1___RNAseq.g2089.t1, Pocillopora_meandrina_HIv1___RNAseq.g6599.t1a	Peve_00005699
OG0000153	Pocillopora_meandrina_HIv1___TS.g17404.t1a	Peve_00035072
OG0000155	Pocillopora_meandrina_HIv1___RNAseq.g863.t1, Pocillopora_meandrina_HIv1___RNAseq.g862.t1, Pocillopora_meandrina_HIv1___RNAseq.g28169.t1b	Peve_00023860, Peve_00011164, Peve_00011442, Peve_00011179, Peve_00007859, Peve_00028912, Peve_00011166, Peve_00011163, Peve_00002597, Peve_00003406, Peve_00037371, Peve_00023284, Peve_00008188, Peve_00013816, Peve_00033943, Peve_00008183, Peve_00003590, Peve_00032177, Peve_00008185, Peve_00012992
OG0000156	Pocillopora_meandrina_HIv1___RNAseq.g16210.t1	Peve_00038475, Peve_00039541, Peve_00026878, Peve_00045055, Peve_00037009, Peve_00018279
OG0000158	Pocillopora_meandrina_HIv1___RNAseq.g24637.t1	Peve_00028573
OG0000161	Pocillopora_meandrina_HIv1___RNAseq.g3656.t1, Pocillopora_meandrina_HIv1___RNAseq.g5017.t1	Peve_00022483
OG0000161	Pocillopora_meandrina_HIv1___RNAseq.g27139.t1, Pocillopora_meandrina_HIv1___TS.g11363.t1, Pocillopora_meandrina_HIv1___TS.g13051.t1, Pocillopora_meandrina_HIv1___RNAseq.g27110.t1, Pocillopora_meandrina_HIv1___TS.g25265.t1, Pocillopora_meandrina_HIv1___RNAseq.g9357.t1, Pocillopora_meandrina_HIv1___TS.g9833.t1a, Pocillopora_meandrina_HIv1___RNAseq.g5018.t1, Pocillopora_meandrina_HIv1___RNAseq.g25055.t1, Pocillopora_meandrina_HIv1___TS.g6009.t1, Pocillopora_meandrina_HIv1___RNAseq.g16224.t1, Pocillopora_meandrina_HIv1___RNAseq.g3611.t1b, Pocillopora_meandrina_HIv1___TS.g8829.t1, Pocillopora_meandrina_HIv1___RNAseq.g15048.t1, Pocillopora_meandrina_HIv1___RNAseq.g16223.t1, Pocillopora_meandrina_HIv1___RNAseq.g2313.t1, Pocillopora_meandrina_HIv1___RNAseq.g2315.t1, Pocillopora_meandrina_HIv1___RNAseq.g28641.t1, Pocillopora_meandrina_HIv1___RNAseq.g3610.t1, Pocillopora_meandrina_HIv1___RNAseq.g16103.t1, Pocillopora_meandrina_HIv1___TS.g6010.t1, Pocillopora_meandrina_HIv1___RNAseq.g14813.t1, Pocillopora_meandrina_HIv1___TS.g17042.t1, Pocillopora_meandrina_HIv1___TS.g14486.t1a	Peve_00042668
OG0000162	Pocillopora_meandrina_HIv1___RNAseq.g23697.t1, Pocillopora_meandrina_HIv1___RNAseq.g24010.t1, Pocillopora_meandrina_HIv1___TS.g16881.t1, Pocillopora_meandrina_HIv1___RNAseq.g24017.t1, Pocillopora_meandrina_HIv1___RNAseq.g24009.t1, Pocillopora_meandrina_HIv1___RNAseq.g24015.t1, Pocillopora_meandrina_HIv1___RNAseq.g24020.t1, Pocillopora_meandrina_HIv1___RNAseq.g24021.t1, Pocillopora_meandrina_HIv1___RNAseq.g24016.t1, Pocillopora_meandrina_HIv1___RNAseq.g24011.t1, Pocillopora_meandrina_HIv1___TS.g16890.t1, Pocillopora_meandrina_HIv1___RNAseq.g24008.t1, Pocillopora_meandrina_HIv1___RNAseq.g23984.t1, Pocillopora_meandrina_HIv1___RNAseq.g23986.t1, Pocillopora_meandrina_HIv1___RNAseq.g23987.t1, Pocillopora_meandrina_HIv1___RNAseq.g23983.t2, Pocillopora_meandrina_HIv1___TS.g16852.t1, Pocillopora_meandrina_HIv1___RNAseq.g23980.t1, Pocillopora_meandrina_HIv1___RNAseq.g24019.t1, Pocillopora_meandrina_HIv1___RNAseq.g24018.t1, Pocillopora_meandrina_HIv1___RNAseq.g24012.t1	Peve_00016382, Peve_00000535, Peve_00034095, Peve_00000533, Peve_00000530, Peve_00000534, Peve_00016381
OG0000163	Pocillopora_meandrina_HIv1___RNAseq.g5455.t1, Pocillopora_meandrina_HIv1___TS.g24173.t1, Pocillopora_meandrina_HIv1___RNAseq.g5869.t1, Pocillopora_meandrina_HIv1___RNAseq.g5454.t1	Peve_00039107, Peve_00028925, Peve_00020242, Peve_00030936, Peve_00030940, Peve_00030939, Peve_00030943, Peve_00030887, Peve_00014267, Peve_00014266, Peve_00000018, Peve_00030879, Peve_00030944, Peve_00030935, Peve_00030877, Peve_00030876, Peve_00030886, Peve_00030882, Peve_00030875, Peve_00030941, Peve_00032781, Peve_00000022, Peve_00000019, Peve_00000023
OG0000164	Pocillopora_meandrina_HIv1___RNAseq.g3021.t1, Pocillopora_meandrina_HIv1___RNAseq.g4316.t1	Peve_00015945, Peve_00030654, Peve_00015946, Peve_00025339, Peve_00030844, Peve_00029186, Peve_00014110, Peve_00014107, Peve_00038755, Peve_00014112, Peve_00014108, Peve_00029185, Peve_00023626, Peve_00023084, Peve_00014106, Peve_00015947, Peve_00018325, Peve_00022683, Peve_00018324, Peve_00022689, Peve_00018322, Peve_00018323, Peve_00015917, Peve_00022688, Peve_00022703, Peve_00022704
OG0000169	Pocillopora_meandrina_HIv1___RNAseq.g2839.t1	Peve_00007066
OG0000169	Pocillopora_meandrina_HIv1___RNAseq.g28130.t1, Pocillopora_meandrina_HIv1___TS.g28705.t1, Pocillopora_meandrina_HIv1___RNAseq.g3256.t1, Pocillopora_meandrina_HIv1___RNAseq.g11471.t1, Pocillopora_meandrina_HIv1___RNAseq.g25174.t1, Pocillopora_meandrina_HIv1___TS.g25398.t1, Pocillopora_meandrina_HIv1___RNAseq.g22073.t1, Pocillopora_meandrina_HIv1___RNAseq.g7552.t1, Pocillopora_meandrina_HIv1___RNAseq.g1252.t1, Pocillopora_meandrina_HIv1___TS.g14207.t1, Pocillopora_meandrina_HIv1___RNAseq.g29050.t1, Pocillopora_meandrina_HIv1___RNAseq.g22038.t1, Pocillopora_meandrina_HIv1___RNAseq.g29035.t1, Pocillopora_meandrina_HIv1___TS.g8389.t1, Pocillopora_meandrina_HIv1___RNAseq.g16595.t1, Pocillopora_meandrina_HIv1___RNAseq.g81.t1, Pocillopora_meandrina_HIv1___RNAseq.g12898.t1, Pocillopora_meandrina_HIv1___RNAseq.g26955.t1, Pocillopora_meandrina_HIv1___RNAseq.g11336.t1, Pocillopora_meandrina_HIv1___RNAseq.g6757.t1, Pocillopora_meandrina_HIv1___TS.g14475.t1, Pocillopora_meandrina_HIv1___RNAseq.g16204.t1, Pocillopora_meandrina_HIv1___RNAseq.g28600.t1	Peve_00000847
OG0000170	Pocillopora_meandrina_HIv1___TS.g29364.t1	Peve_00029053
OG0000171	Pocillopora_meandrina_HIv1___RNAseq.g24758.t1	Peve_00041004, Peve_00041013, Peve_00020967, Peve_00000579, Peve_00024240
OG0000172	Pocillopora_meandrina_HIv1___TS.g18621.t1a	Peve_00002170, Peve_00030800, Peve_00020880, Peve_00043652, Peve_00044470, Peve_00045037, Peve_00011816, Peve_00007414, Peve_00011593, Peve_00012374, Peve_00029162, Peve_00024737, Peve_00035336, Peve_00027895, Peve_00032920, Peve_00010909, Peve_00017469, Peve_00010387, Peve_00030456, Peve_00018983, Peve_00009319, Peve_00009796, Peve_00033889, Peve_00033891, Peve_00030784
OG0000173	Pocillopora_meandrina_HIv1___RNAseq.g27172.t1	Peve_00022394, Peve_00022087, Peve_00036854, Peve_00016948, Peve_00022086, Peve_00016949, Peve_00022088, Peve_00022393, Peve_00024064, Peve_00036853, Peve_00020368, Peve_00020673, Peve_00024065
OG0000173	Pocillopora_meandrina_HIv1___RNAseq.g27173.t1, Pocillopora_meandrina_HIv1___RNAseq.g27208.t1, Pocillopora_meandrina_HIv1___RNAseq.g27212.t1, Pocillopora_meandrina_HIv1___RNAseq.g27200.t1	Peve_00040558, Peve_00040557, Peve_00040548, Peve_00040550
OG0000176	Pocillopora_meandrina_HIv1___TS.g11819.t1	Peve_00011484, Peve_00005529, Peve_00024130, Peve_00010327, Peve_00024131, Peve_00004170, Peve_00002106, Peve_00021974, Peve_00015473, Peve_00013088, Peve_00035258, Peve_00002557, Peve_00009078, Peve_00007151, Peve_00027801, Peve_00007152, Peve_00024953, Peve_00001524, Peve_00008979, Peve_00001186, Peve_00041053, Peve_00031861, Peve_00002071, Peve_00021975, Peve_00026579, Peve_00003711
OG0000182	Pocillopora_meandrina_HIv1___RNAseq.g19221.t1	Peve_00037693, Peve_00025337, Peve_00035321
OG0000182	Pocillopora_meandrina_HIv1___RNAseq.g19561.t1	Peve_00017977, Peve_00001221, Peve_00007966, Peve_00037552, Peve_00039759, Peve_00017975, Peve_00025386, Peve_00030520
OG0000185	Pocillopora_meandrina_HIv1___TS.g7259.t1, Pocillopora_meandrina_HIv1___TS.g29969.t1, Pocillopora_meandrina_HIv1___RNAseq.g3930.t1, Pocillopora_meandrina_HIv1___RNAseq.g3934.t1, Pocillopora_meandrina_HIv1___RNAseq.g6399.t1, Pocillopora_meandrina_HIv1___RNAseq.g12650.t1, Pocillopora_meandrina_HIv1___TS.g3761.t1, Pocillopora_meandrina_HIv1___RNAseq.g3932.t1, Pocillopora_meandrina_HIv1___RNAseq.g491.t1, Pocillopora_meandrina_HIv1___TS.g7256.t1, Pocillopora_meandrina_HIv1___RNAseq.g485.t1, Pocillopora_meandrina_HIv1___RNAseq.g6405.t1, Pocillopora_meandrina_HIv1___RNAseq.g12436.t1, Pocillopora_meandrina_HIv1___TS.g7255.t1, Pocillopora_meandrina_HIv1___TS.g3746.t1, Pocillopora_meandrina_HIv1___RNAseq.g6380.t1, Pocillopora_meandrina_HIv1___RNAseq.g12648.t1, Pocillopora_meandrina_HIv1___RNAseq.g6403.t1, Pocillopora_meandrina_HIv1___RNAseq.g12430.t1, Pocillopora_meandrina_HIv1___RNAseq.g25223.t1, Pocillopora_meandrina_HIv1___RNAseq.g3927.t1b, Pocillopora_meandrina_HIv1___RNAseq.g3926.t1, Pocillopora_meandrina_HIv1___RNAseq.g3937.t1, Pocillopora_meandrina_HIv1___RNAseq.g25219.t1, Pocillopora_meandrina_HIv1___RNAseq.g25224.t1	Peve_00021489
OG0000191	Pocillopora_meandrina_HIv1___RNAseq.g27978.t1	Peve_00006440, Peve_00038906, Peve_00038907
OG0000194	Pocillopora_meandrina_HIv1___RNAseq.g10951.t1, Pocillopora_meandrina_HIv1___RNAseq.g10950.t1	Peve_00014233, Peve_00007097, Peve_00000595
OG0000194	Pocillopora_meandrina_HIv1___TS.g13610.t1, Pocillopora_meandrina_HIv1___RNAseq.g11115.t1, Pocillopora_meandrina_HIv1___RNAseq.g11113.t1	Peve_00017370, Peve_00002127, Peve_00021538, Peve_00005700, Peve_00002128, Peve_00031786, Peve_00040839, Peve_00002129, Peve_00021539
OG0000195	Pocillopora_meandrina_HIv1___RNAseq.g30346.t1	Peve_00032028, Peve_00032029, Peve_00043009, Peve_00003713, Peve_00013565, Peve_00043011, Peve_00013546
OG0000195	Pocillopora_meandrina_HIv1___RNAseq.g14539.t1	Peve_00026569
OG0000196	Pocillopora_meandrina_HIv1___RNAseq.g26197.t1	Peve_00002726
OG0000199	Pocillopora_meandrina_HIv1___TS.g20064.t1, Pocillopora_meandrina_HIv1___RNAseq.g14839.t1	Peve_00035372
OG0000199	Pocillopora_meandrina_HIv1___TS.g25947.t1	Peve_00004495
OG0000199	Pocillopora_meandrina_HIv1___RNAseq.g11142.t1	Peve_00033086, Peve_00019929
OG0000199	Pocillopora_meandrina_HIv1___RNAseq.g4272.t1, Pocillopora_meandrina_HIv1___RNAseq.g18552.t1, Pocillopora_meandrina_HIv1___RNAseq.g22877.t1, Pocillopora_meandrina_HIv1___RNAseq.g11329.t1, Pocillopora_meandrina_HIv1___RNAseq.g682.t1, Pocillopora_meandrina_HIv1___RNAseq.g12322.t1, Pocillopora_meandrina_HIv1___TS.g23676.t1	Peve_00039419
OG0000200	Pocillopora_meandrina_HIv1___RNAseq.g6516.t1	Peve_00024093
OG0000208	Pocillopora_meandrina_HIv1___RNAseq.g1682.t1, Pocillopora_meandrina_HIv1___RNAseq.g1684.t1, Pocillopora_meandrina_HIv1___RNAseq.g15990.t1a	Peve_00025719, Peve_00001483, Peve_00023521, Peve_00001482, Peve_00023522, Peve_00040018, Peve_00001518
OG0000211	Pocillopora_meandrina_HIv1___RNAseq.g14320.t1	Peve_00004832
OG0000211	Pocillopora_meandrina_HIv1___RNAseq.g24633.t1	Peve_00041592, Peve_00031144
OG0000212	Pocillopora_meandrina_HIv1___RNAseq.g12859.t1, Pocillopora_meandrina_HIv1___RNAseq.g2778.t1a, Pocillopora_meandrina_HIv1___RNAseq.g2778.t1c, Pocillopora_meandrina_HIv1___RNAseq.g21929.t1, Pocillopora_meandrina_HIv1___RNAseq.g19495.t1, Pocillopora_meandrina_HIv1___RNAseq.g13079.t1, Pocillopora_meandrina_HIv1___RNAseq.g13014.t1, Pocillopora_meandrina_HIv1___RNAseq.g13050.t1, Pocillopora_meandrina_HIv1___RNAseq.g13073.t1, Pocillopora_meandrina_HIv1___RNAseq.g13069.t1, Pocillopora_meandrina_HIv1___RNAseq.g13059.t1, Pocillopora_meandrina_HIv1___RNAseq.g13015.t1, Pocillopora_meandrina_HIv1___RNAseq.g13049.t1, Pocillopora_meandrina_HIv1___RNAseq.g13043.t1, Pocillopora_meandrina_HIv1___RNAseq.g13037.t1, Pocillopora_meandrina_HIv1___RNAseq.g13082.t1, Pocillopora_meandrina_HIv1___RNAseq.g19479.t1, Pocillopora_meandrina_HIv1___RNAseq.g19496.t1, Pocillopora_meandrina_HIv1___RNAseq.g19468.t1, Pocillopora_meandrina_HIv1___RNAseq.g18447.t1, Pocillopora_meandrina_HIv1___RNAseq.g21920.t1, Pocillopora_meandrina_HIv1___RNAseq.g21919.t1	Peve_00022116
OG0000215	Pocillopora_meandrina_HIv1___RNAseq.g16145.t1	Peve_00008389
OG0000218	Pocillopora_meandrina_HIv1___RNAseq.g27333.t1, Pocillopora_meandrina_HIv1___RNAseq.g11592.t1, Pocillopora_meandrina_HIv1___RNAseq.g23496.t1, Pocillopora_meandrina_HIv1___RNAseq.g23502.t1, Pocillopora_meandrina_HIv1___RNAseq.g23473.t1, Pocillopora_meandrina_HIv1___RNAseq.g23459.t1, Pocillopora_meandrina_HIv1___TS.g5513.t1, Pocillopora_meandrina_HIv1___RNAseq.g23223.t1, Pocillopora_meandrina_HIv1___RNAseq.g23491.t1, Pocillopora_meandrina_HIv1___RNAseq.g23461.t1, Pocillopora_meandrina_HIv1___RNAseq.g6009.t1, Pocillopora_meandrina_HIv1___RNAseq.g6011.t1, Pocillopora_meandrina_HIv1___TS.g29123.t1, Pocillopora_meandrina_HIv1___TS.g16382.t1, Pocillopora_meandrina_HIv1___RNAseq.g23503.t1, Pocillopora_meandrina_HIv1___TS.g16361.t1, Pocillopora_meandrina_HIv1___TS.g16345.t1, Pocillopora_meandrina_HIv1___TS.g16347.t1, Pocillopora_meandrina_HIv1___TS.g16365.t1, Pocillopora_meandrina_HIv1___TS.g16356.t1, Pocillopora_meandrina_HIv1___TS.g16348.t1, Pocillopora_meandrina_HIv1___RNAseq.g23463.t1	Peve_00011671, Peve_00023436
OG0000224	Pocillopora_meandrina_HIv1___TS.g9729.t1	Peve_00001094
OG0000228	Pocillopora_meandrina_HIv1___RNAseq.g29183.t1, Pocillopora_meandrina_HIv1___RNAseq.g205.t1, Pocillopora_meandrina_HIv1___TS.g6718.t1, Pocillopora_meandrina_HIv1___TS.g12379.t1, Pocillopora_meandrina_HIv1___RNAseq.g16612.t1c, Pocillopora_meandrina_HIv1___RNAseq.g1212.t1	Peve_00013269, Peve_00018630
OG0000228	Pocillopora_meandrina_HIv1___RNAseq.g29746.t1a	Peve_00035025, Peve_00023854
OG0000228	Pocillopora_meandrina_HIv1___RNAseq.g3923.t1, Pocillopora_meandrina_HIv1___RNAseq.g3927.t1a, Pocillopora_meandrina_HIv1___RNAseq.g25330.t1c	Peve_00023851
OG0000228	Pocillopora_meandrina_HIv1___RNAseq.g28131.t1, Pocillopora_meandrina_HIv1___RNAseq.g16612.t1b	Peve_00036888, Peve_00038219, Peve_00035028
OG0000231	Pocillopora_meandrina_HIv1___RNAseq.g29935.t1, Pocillopora_meandrina_HIv1___RNAseq.g29887.t1, Pocillopora_meandrina_HIv1___RNAseq.g29907.t1, Pocillopora_meandrina_HIv1___RNAseq.g29898.t1, Pocillopora_meandrina_HIv1___RNAseq.g29903.t1, Pocillopora_meandrina_HIv1___RNAseq.g29918.t1, Pocillopora_meandrina_HIv1___RNAseq.g29893.t1, Pocillopora_meandrina_HIv1___TS.g25187.t2, Pocillopora_meandrina_HIv1___RNAseq.g29934.t1, Pocillopora_meandrina_HIv1___RNAseq.g29932.t1, Pocillopora_meandrina_HIv1___TS.g25165.t1, Pocillopora_meandrina_HIv1___RNAseq.g29896.t1c, Pocillopora_meandrina_HIv1___RNAseq.g29933.t1, Pocillopora_meandrina_HIv1___TS.g25145.t1, Pocillopora_meandrina_HIv1___RNAseq.g29902.t1, Pocillopora_meandrina_HIv1___RNAseq.g29916.t1, Pocillopora_meandrina_HIv1___RNAseq.g29906.t1, Pocillopora_meandrina_HIv1___RNAseq.g29885.t1, Pocillopora_meandrina_HIv1___RNAseq.g29892.t1, Pocillopora_meandrina_HIv1___RNAseq.g29910.t1, Pocillopora_meandrina_HIv1___RNAseq.g29921.t1	Peve_00006279
OG0000232	Pocillopora_meandrina_HIv1___RNAseq.g12346.t1	Peve_00038191
OG0000233	Pocillopora_meandrina_HIv1___RNAseq.g26494.t1, Pocillopora_meandrina_HIv1___RNAseq.g20735.t1	Peve_00006342, Peve_00006335, Peve_00037738, Peve_00031373, Peve_00010831, Peve_00010836, Peve_00006341, Peve_00000622, Peve_00031971, Peve_00044588, Peve_00024229, Peve_00010838, Peve_00044592, Peve_00000613, Peve_00036819, Peve_00006338, Peve_00000621, Peve_00000620, Peve_00031374, Peve_00006339
OG0000235	Pocillopora_meandrina_HIv1___TS.g4219.t1, Pocillopora_meandrina_HIv1___RNAseq.g6714.t1, Pocillopora_meandrina_HIv1___RNAseq.g14605.t1, Pocillopora_meandrina_HIv1___RNAseq.g14614.t1	Peve_00022986, Peve_00009214, Peve_00037663, Peve_00030601, Peve_00025211, Peve_00010987, Peve_00023321, Peve_00030604, Peve_00039116, Peve_00011934, Peve_00002002, Peve_00014786, Peve_00029111, Peve_00035380, Peve_00015791, Peve_00019641, Peve_00012153, Peve_00041956
OG0000237	Pocillopora_meandrina_HIv1___TS.g8416.t1, Pocillopora_meandrina_HIv1___TS.g14252.t1, Pocillopora_meandrina_HIv1___RNAseq.g7534.t1, Pocillopora_meandrina_HIv1___TS.g1278.t1, Pocillopora_meandrina_HIv1___RNAseq.g7533.t1, Pocillopora_meandrina_HIv1___RNAseq.g23217.t1, Pocillopora_meandrina_HIv1___RNAseq.g13440.t1, Pocillopora_meandrina_HIv1___RNAseq.g14659.t1a, Pocillopora_meandrina_HIv1___RNAseq.g21952.t1, Pocillopora_meandrina_HIv1___RNAseq.g9648.t1, Pocillopora_meandrina_HIv1___RNAseq.g18727.t1, Pocillopora_meandrina_HIv1___RNAseq.g16257.t1, Pocillopora_meandrina_HIv1___RNAseq.g3358.t1, Pocillopora_meandrina_HIv1___RNAseq.g28011.t1, Pocillopora_meandrina_HIv1___TS.g18528.t1, Pocillopora_meandrina_HIv1___RNAseq.g16249.t1b, Pocillopora_meandrina_HIv1___RNAseq.g18990.t1b, Pocillopora_meandrina_HIv1___RNAseq.g6838.t1, Pocillopora_meandrina_HIv1___RNAseq.g16249.t1a, Pocillopora_meandrina_HIv1___RNAseq.g18990.t1a, Pocillopora_meandrina_HIv1___RNAseq.g969.t1, Pocillopora_meandrina_HIv1___RNAseq.g9444.t1	Peve_00024921
OG0000238	Pocillopora_meandrina_HIv1___RNAseq.g10842.t1, Pocillopora_meandrina_HIv1___RNAseq.g17102.t1, Pocillopora_meandrina_HIv1___RNAseq.g6393.t1, Pocillopora_meandrina_HIv1___RNAseq.g9100.t1, Pocillopora_meandrina_HIv1___RNAseq.g14585.t1, Pocillopora_meandrina_HIv1___RNAseq.g25916.t1, Pocillopora_meandrina_HIv1___RNAseq.g19095.t1, Pocillopora_meandrina_HIv1___RNAseq.g6479.t1, Pocillopora_meandrina_HIv1___RNAseq.g20878.t1, Pocillopora_meandrina_HIv1___RNAseq.g1406.t1, Pocillopora_meandrina_HIv1___RNAseq.g2995.t1, Pocillopora_meandrina_HIv1___RNAseq.g26986.t1, Pocillopora_meandrina_HIv1___RNAseq.g6115.t1, Pocillopora_meandrina_HIv1___TS.g2276.t1, Pocillopora_meandrina_HIv1___TS.g7306.t1a, Pocillopora_meandrina_HIv1___RNAseq.g28786.t1, Pocillopora_meandrina_HIv1___TS.g23502.t1, Pocillopora_meandrina_HIv1___RNAseq.g15003.t1b, Pocillopora_meandrina_HIv1___RNAseq.g2017.t1, Pocillopora_meandrina_HIv1___RNAseq.g3546.t1, Pocillopora_meandrina_HIv1___TS.g23504.t1, Pocillopora_meandrina_HIv1___RNAseq.g5270.t1	Peve_00003517
