gene_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
STRG.20647,265,137,0,41,573
STRG.11499,24,0,155,0,0
STRG.11498,297,236,1125,259,364
STRG.11495,11,0,0,0,0
STRG.11494,9,6,0,0,0
STRG.11497,4,0,43,0,3
STRG.11496,371,108,1482,34,354
STRG.11491,7,0,0,0,10
STRG.11490,3011,1189,529,1009,3331
STRG.11493,30,8,0,8,43
STRG.11492,147,105,378,0,144
STRG.25030,890,435,2195,580,1466
STRG.25031,17,0,0,0,0
STRG.25032,9,0,0,0,0
STRG.25033,38,23,0,0,0
STRG.25034,55,290,1076,43,558
STRG.25035,540,104,248,54,252
STRG.25036,568,122,816,522,577
STRG.25037,416,419,1297,359,638
Peve_00027883,0,0,0,0,0
STRG.25039,510,321,1343,119,664
Peve_00027880,0,0,0,0,0
Peve_00027887,0,0,0,0,0
Peve_00027886,0,0,0,0,0
Peve_00027884,0,0,0,0,0
Peve_00010403,0,0,0,0,0
Peve_00002458,0,0,0,0,0
Peve_00002456,0,0,0,0,11
STRG.1608,7,0,23,0,21
STRG.18929,2,2,0,1,3
STRG.1606,17,0,141,57,14
STRG.25698,16,0,0,0,0
STRG.25699,72,0,111,0,44
STRG.1607,18,0,33,18,39
STRG.25694,114,5,125,3,0
STRG.25695,44,0,133,0,84
STRG.25696,52,0,48,0,28
STRG.25697,1460,399,137,375,878
STRG.25690,1,0,0,0,0
STRG.18924,9613,2175,3409,4706,13297
STRG.25692,6,0,0,5,9
STRG.25693,2,7,5,2,5
STRG.1605,33,0,0,35,72
STRG.1602,1470,791,2985,808,1875
STRG.1603,2,0,0,0,0
STRG.24341,132,8,162,0,120
STRG.24340,407,188,1586,340,400
STRG.24343,5,2,31,5,8
STRG.24342,4,2,49,7,11
STRG.24345,371,221,490,288,542
STRG.1600,903,121,2217,690,662
STRG.24347,40,17,314,330,44
STRG.24346,89,78,235,187,613
STRG.24349,51,53,290,57,108
STRG.24348,273,154,439,299,488
STRG.18921,268,11,621,4,69
STRG.23696,545,127,763,218,874
STRG.23697,334,445,1636,345,783
STRG.23694,7870,4561,2673,2387,12220
STRG.23695,436,137,953,328,332
STRG.23692,14,11,0,4,6
STRG.23693,21,0,34,27,0
STRG.23690,986,347,2269,720,1561
STRG.23691,18,0,0,18,20
Peve_00041670,0,0,0,0,0
Peve_00041671,0,0,0,0,0
Peve_00041673,0,0,0,0,0
Peve_00008419,0,0,0,0,1
STRG.23698,186,52,500,191,76
STRG.23699,28,21,241,73,40
STRG.7279,85,96,22,60,133
STRG.25967,268,213,314,101,318
STRG.25964,203,59,220,62,205
STRG.25965,13,37,46,11,0
STRG.25962,583,186,665,490,613
STRG.25963,27,0,0,0,0
STRG.25960,639,250,1603,552,999
STRG.25961,154,99,127,88,151
STRG.7271,1209,30,667,494,1809
STRG.7270,3,3,0,0,0
STRG.7273,10,0,0,0,0
STRG.7272,102,0,25,0,338
STRG.7275,1132,0,983,12,1991
STRG.7274,50,0,84,0,135
STRG.25968,9,0,0,6,0
STRG.25969,326,248,553,133,326
STRG.7033,5,6,0,8,16
STRG.9464,50,154,303,95,52
Peve_00014472,0,0,0,0,0
STRG.8020,466,265,1518,296,518
Peve_00008112,0,0,0,0,0
Peve_00008110,0,0,0,0,0
Peve_00008111,0,0,0,0,0
STRG.8023,187,122,588,189,275
Peve_00000345,0,0,0,0,6
Peve_00000344,0,0,0,17,0
STRG.7037,155,252,4,28,160
STRG.9468,29,0,64,34,13
Peve_00000349,0,0,25,0,5
STRG.7036,6,0,0,0,0
Peve_00006421,0,0,0,0,0
Peve_00006422,0,0,0,0,0
STRG.9469,12,10,2,7,126
Peve_00001432,0,0,0,10,0
Peve_00001433,0,0,0,0,0
Peve_00006426,0,0,0,0,0
Peve_00006427,0,0,0,0,0
STRG.8026,62,23,0,71,77
Peve_00021980,0,0,0,0,0
STRG.16538,74,40,114,86,255
STRG.15868,10949,2556,718,4180,15413
STRG.7039,680,624,703,298,1223
STRG.15869,70,0,21,7,17
Peve_00003496,0,0,0,0,0
Peve_00003497,0,0,0,0,0
Peve_00003490,0,0,24,0,0
Peve_00003491,0,0,30,0,0
STRG.17381,1507,678,2196,787,2017
Peve_00019743,0,0,0,0,0
Peve_00003498,0,0,0,0,0
STRG.6849,13,19,0,9,11
STRG.6848,7992,3723,9481,4374,9907
STRG.18823,35,4,0,0,0
STRG.18822,137,310,156,45,364
STRG.18821,19,0,132,0,6
STRG.18820,155,45,632,104,313
STRG.18827,2229,12,35,0,0
STRG.18826,35,12,155,11,53
STRG.18825,45,32,0,11,129
STRG.18824,15777,7165,2764,9265,25419
STRG.18829,25,35,0,38,56
STRG.18828,174,0,276,94,396
Peve_00042321,0,0,0,0,0
Peve_00042325,0,1,0,3,0
Peve_00025218,0,0,0,0,0
Peve_00010919,0,0,0,0,0
STRG.6345,511,100,561,226,470
STRG.23528,1533,158,2996,574,1260
STRG.23529,75,0,0,14,72
Peve_00009643,0,0,0,0,0
Peve_00009642,0,0,0,0,6
STRG.23520,30,32,28,14,9
Peve_00010636,0,0,0,0,0
STRG.23522,10,0,0,0,12
STRG.23523,9,2,0,0,8
STRG.23524,18,0,97,0,38
STRG.23525,119,76,536,102,152
STRG.23526,21,0,23,0,10
STRG.23527,99,46,267,72,119
STRG.17673,22,32,407,34,539
Peve_00010914,0,0,0,0,0
STRG.4997,1617,33,1521,1033,1986
STRG.7920,32,0,216,0,706
STRG.4996,39,0,73,210,39
Peve_00007771,0,0,0,0,7
Peve_00035664,0,0,0,0,0
STRG.4998,43,59,21,0,86
Peve_00035668,0,12,81,61,3
Peve_00035669,0,0,0,0,3
Peve_00010638,0,0,0,0,0
Peve_00025213,0,0,0,0,0
STRG.17675,1966,3665,1485,7536,22778
STRG.7923,15294,3854,2501,7092,27638
STRG.17674,15,1,6,17,158
Peve_00009396,0,0,0,0,0
Peve_00009395,0,0,0,0,0
Peve_00012806,0,0,28,59,5
Peve_00009399,0,0,0,0,0
Peve_00009398,0,0,0,11,0
STRG.17678,237,409,931,894,779
Peve_00029074,0,0,0,0,20
Peve_00029075,0,0,0,0,0
Peve_00007483,0,0,153,0,0
Peve_00007485,0,0,0,0,0
Peve_00029071,0,0,0,0,0
Peve_00029073,0,5,0,0,0
Peve_00005438,0,0,0,0,9
Peve_00005432,0,6,0,6,0
Peve_00005433,0,0,0,0,0
Peve_00005430,0,0,0,0,0
Peve_00005431,0,0,0,0,0
Peve_00005437,0,0,126,3,26
Peve_00045037,0,0,0,0,0
Peve_00038623,0,8,0,7,0
Peve_00038622,0,16,0,0,0
Peve_00038621,0,7,0,18,1
Peve_00038627,0,41,0,44,0
Peve_00038625,0,295,0,325,5
Peve_00034132,0,2,0,0,2
Peve_00034137,0,0,0,0,0
Peve_00034139,0,95,80,18,89
STRG.7926,1,0,0,0,5
Peve_00008930,0,0,0,0,21
Peve_00008931,0,0,0,0,423
Peve_00008932,0,0,0,0,49
Peve_00042617,0,1228,86,4,9
Peve_00006167,0,5,0,0,9
Peve_00042616,0,13,0,0,0
Peve_00042615,0,0,0,0,0
Peve_00042614,0,0,0,0,0
Peve_00042613,0,0,0,0,0
STRG.52,43,47,251,0,54
STRG.53,976,1181,532,387,1120
STRG.50,1002,825,2159,766,1757
STRG.51,181,104,770,146,187
STRG.56,31,0,37,6,60
STRG.57,343,66,112,130,475
STRG.54,8,0,0,0,13
STRG.55,15,0,0,0,0
STRG.58,1056,778,3123,746,1831
STRG.59,547,145,1106,489,859
STRG.10339,47,0,64,29,49
STRG.10338,339,0,768,285,431
STRG.8825,1197,584,2956,461,1249
Peve_00032475,0,0,0,0,0
Peve_00032476,0,0,0,0,0
STRG.21121,1442,396,2585,883,1498
Peve_00032472,0,0,0,0,14
Peve_00030904,0,0,0,0,0
Peve_00030905,0,0,0,0,0
STRG.10335,86,0,0,0,306
STRG.10334,101,159,315,100,77
STRG.20839,165,22,492,209,432
Peve_00036887,0,0,0,16,6
Peve_00036889,0,0,0,0,0
Peve_00036888,0,0,0,4,42
Peve_00034950,0,0,0,0,0
Peve_00034952,0,0,0,0,0
Peve_00034955,0,0,0,0,0
Peve_00031355,0,0,0,0,124
Peve_00008259,0,0,0,2,0
Peve_00008255,0,0,0,0,0
Peve_00023062,0,0,0,0,0
Peve_00008256,0,0,0,4,0
Peve_00008252,0,0,0,0,0
STRG.4898,5,0,0,0,22
STRG.4899,4,0,0,10,15
Peve_00038037,0,0,0,7,0
STRG.4894,440,332,1090,497,599
STRG.4895,18,30,60,19,14
STRG.4896,119,175,188,110,185
STRG.4897,64,7368,96,57,423
STRG.4890,250,264,967,453,425
STRG.4891,336,165,858,356,478
STRG.4892,4414,988,2046,1449,4511
STRG.4893,144,46,444,153,214
STRG.9912,97,16,162,45,59
STRG.9913,374,719,1400,635,1022
STRG.9910,188,254,506,362,350
STRG.9911,66,32,200,32,78
STRG.9916,4,61,137,59,5
STRG.9917,72,33,222,42,110
STRG.9914,145,916,1389,221,770
STRG.9915,76,156,827,168,403
STRG.9918,6023,2273,7966,4591,9373
STRG.9919,529,502,740,631,766
STRG.5262,23,0,0,13,0
Peve_00013460,0,0,0,0,0
Peve_00028066,0,0,0,0,6
Peve_00017510,0,102,0,0,0
Peve_00038039,0,0,0,0,0
Peve_00028068,0,17,47,45,85
Peve_00028069,0,234,0,0,18
Peve_00033912,0,0,0,0,0
Peve_00033914,0,0,0,0,0
Peve_00033915,0,0,130,0,0
STRG.20408,221,132,400,140,260
STRG.20409,375,32,477,563,521
STRG.20406,113,205,216,90,105
Peve_00008978,0,0,0,12,5
STRG.20404,74,0,45,25,0
STRG.20405,28,24,94,14,28
STRG.20402,3077,663,4061,1596,3928
STRG.20403,8482,3206,2337,4049,10842
STRG.20400,21,30,263,27,32
STRG.20401,230,174,274,71,102
STRG.9300,84,8,372,57,75
Peve_00033438,0,4,0,0,0
STRG.5419,369,0,0,0,0
STRG.5418,611,302,1314,364,677
STRG.5417,45,42,53,4,26
STRG.5416,158,57,146,20,55
STRG.5415,8139,1930,3592,3162,10074
STRG.5414,1270,343,3432,1063,1581
STRG.5413,103,33,57,71,115
STRG.5412,170,4,431,10,214
STRG.5411,500,101,1955,1274,711
STRG.5410,1261,349,3896,4070,1944
Peve_00001057,0,0,0,18,0
Peve_00012335,0,0,18,0,0
STRG.2826,353,257,1099,169,884
STRG.2825,326,96,900,63,490
STRG.2824,1729,445,2140,515,1379
STRG.2823,23353,8043,19464,14414,22648
STRG.2822,1113,0,3205,31,0
STRG.2821,94,0,0,0,0
STRG.2820,454,0,21,0,0
STRG.2829,51,20,176,10,58
STRG.2828,3267,914,2196,1506,4320
STRG.25589,171,44,167,63,100
STRG.978,629,35,455,72,153
Peve_00011820,0,0,30,0,23
STRG.979,6331,2777,8653,4409,9173
Peve_00011824,0,0,0,65,0
Peve_00011825,0,0,0,0,0
Peve_00011826,0,0,0,0,26
STRG.14489,211,197,117,145,225
STRG.14488,268,211,1269,376,899
STRG.14481,7,0,0,0,3
STRG.14480,7,0,0,0,21
STRG.14483,7,0,0,0,5
STRG.14482,37,2,0,6,19
STRG.14485,2,0,43,0,3
STRG.14484,1,0,0,0,0
STRG.14487,241,66,851,226,425
STRG.14486,83,14,131,59,169
STRG.8393,1488,579,2058,1024,2408
STRG.8392,37,15,72,28,85
STRG.8391,360,147,367,195,406
STRG.8390,100,0,0,5,61
Peve_00037370,0,0,0,0,0
STRG.8396,301,63,487,204,295
Peve_00037372,0,0,0,0,0
STRG.8394,56,55,880,128,48
STRG.976,155,91,83,72,160
STRG.8399,240,189,1,185,2
STRG.8398,218,0,0,5,0
STRG.977,466,143,72,257,386
Peve_00033466,0,0,5766,0,0
Peve_00033460,0,0,0,0,0
Peve_00006853,0,0,0,6,7
Peve_00033468,0,0,0,0,0
STRG.14733,13,0,578,21,14
STRG.22857,27,1,0,14,29
STRG.14731,65,41,93,30,103
STRG.14730,382,496,1616,224,389
STRG.14737,82,38,251,67,80
STRG.14736,33,12,24,27,43
STRG.14735,251,116,98,91,109
STRG.14734,27,5,797,17,15
STRG.14739,227,184,200,83,113
STRG.14738,352,97,145,56,161
STRG.22855,76,0,14,82,115
STRG.22854,141,69,576,183,226
STRG.22853,56,40,321,247,0
STRG.22852,294,102,460,265,0
Peve_00045177,0,0,0,0,0
STRG.15285,130,4,0,27,137
STRG.15286,287,57,0,31,282
Peve_00045174,0,0,0,0,0
STRG.15280,2387,471,2992,1050,2834
Peve_00045172,0,0,0,0,0
Peve_00045171,0,10,0,0,0
STRG.15283,29,12,0,7,6
STRG.22850,12,133,36,18,173
STRG.15288,75,36,0,0,76
STRG.15289,29,4,40,9,38
Peve_00045179,0,3,0,0,0
STRG.7701,15,4,7,5,18
STRG.7700,64,27,86,59,82
STRG.7703,3520,563,4345,2404,5199
STRG.7702,305,27,615,191,375
STRG.7705,187,104,290,96,406
STRG.7704,1041,318,1243,482,682
STRG.8979,93,67,919,37,116
STRG.8978,33,102,278,0,65
STRG.8977,434,35,323,100,163
STRG.8976,6,0,337,7,16
STRG.8975,7,4,233,10,17
STRG.8974,228,1315,637,412,771
STRG.8973,599,397,1041,447,806
STRG.8972,102,66,406,45,106
STRG.8971,118,56,146,82,66
STRG.8970,640,521,622,110,744
STRG.16393,363,191,563,106,370
STRG.16392,311,132,139,88,56
Peve_00011170,0,0,0,0,0
Peve_00011171,0,0,0,0,2
STRG.16397,28,10,36,0,0
STRG.16396,117,61,55,0,86
STRG.16395,165,5,1004,391,242
STRG.16394,9,0,0,14,42
STRG.3019,3,0,0,0,1
STRG.3018,2425,2501,11061,1810,9508
STRG.16399,53,50,74,65,65
Peve_00011179,0,21,128,13,33
STRG.12883,9,0,0,52,44
STRG.12882,651,250,1295,271,543
STRG.12881,390,9,676,149,397
STRG.12880,12,0,0,30,6
STRG.12887,3249,710,3326,2426,2537
STRG.12886,104,5,110,69,68
STRG.12885,14,11,0,0,7
STRG.12884,11,0,0,0,13
Peve_00010881,0,0,0,0,0
STRG.12889,7,0,0,10,0
STRG.7089,50,20,268,87,69
STRG.6258,28,4,6,14,14
STRG.6259,2,0,0,0,0
STRG.1707,66,122,543,82,234
STRG.1706,26,9,1,0,16
STRG.1705,117,6,659,116,175
STRG.1704,176,25,380,108,246
STRG.1703,85,10,115,17,6
STRG.1702,151,30,557,120,196
STRG.1701,7,30,120,46,91
STRG.1700,333,20,536,71,186
STRG.1709,97,56,685,92,215
STRG.1708,734,299,1180,465,823
Peve_00020070,0,0,0,0,0
Peve_00020077,0,37,291,41,48
Peve_00024943,0,0,0,0,0
STRG.24894,53,0,85,32,18
STRG.16647,272,139,473,188,252
Peve_00024940,0,0,0,0,0
Peve_00024947,0,0,0,0,8
Peve_00024946,0,0,0,0,0
STRG.24893,1008,804,576,335,1220
Peve_00024944,0,0,0,0,0
Peve_00024949,0,0,0,0,0
STRG.24899,1008,99,2383,632,1246
STRG.16648,88,19,106,73,134
Peve_00026893,0,0,0,0,0
STRG.12774,60,11,56,73,55
Peve_00043432,0,1,6,0,0
STRG.12776,446,210,1196,198,262
STRG.12771,326,146,451,205,245
STRG.12770,24,7,27,6,10
STRG.12773,52,47,369,26,62
STRG.12772,204,110,739,128,208
Peve_00043438,0,0,0,0,7
Peve_00043439,0,0,0,15,5
Peve_00026899,0,0,0,0,9
Peve_00026898,0,0,46,0,0
STRG.12779,75,6,78,35,15
STRG.12778,278,94,252,121,205
STRG.23320,69,20,236,15,36
STRG.23321,124,42,90,41,89
Peve_00027760,0,0,0,0,0
Peve_00027761,0,0,22,0,2
Peve_00027764,0,0,0,0,0
Peve_00027768,0,0,0,0,0
Peve_00027769,0,0,0,0,0
Peve_00020386,0,0,74,15,0
Peve_00024490,0,0,0,92,220
Peve_00024495,0,0,20,11,11
Peve_00044616,0,0,0,0,0
Peve_00010225,0,0,0,0,0
Peve_00010224,0,0,0,0,0
Peve_00010221,0,0,0,0,0
STRG.14058,69,9,584,39,0
STRG.1865,8,4,0,0,11
STRG.22469,9,0,330,57,84
STRG.1525,205,63,302,38,318
Peve_00018859,0,0,0,0,0
STRG.17118,1120,133,105,328,1113
STRG.17119,1144,63,1261,874,1726
STRG.17112,692,608,1755,649,1120
STRG.17113,441,97,1096,186,2300
STRG.17110,1201,278,1891,745,1142
STRG.17111,2216,2370,3691,1075,2520
STRG.17116,14,54,66,27,23
STRG.17117,53,46,269,5,88
STRG.17114,13,2,0,0,5
STRG.17115,2,0,0,0,0
STRG.2056,834,664,596,303,902
STRG.2057,6544,2923,7330,5674,8943
STRG.2054,22,8,0,0,20
STRG.18598,44,2,54,0,0
STRG.2052,772,212,2951,188,1048
STRG.2053,22,0,0,0,8
STRG.2050,3,0,0,0,0
STRG.2051,10,28,0,9,0
STRG.18593,14,7,9,5,1
STRG.18592,10,14,81,17,36
STRG.18591,9,25,53,17,27
STRG.1869,149,111,490,44,221
STRG.18597,102,0,142,106,91
STRG.18596,26,7,2,3,19
STRG.18595,37,20,94,17,101
STRG.18594,113,71,297,49,151
STRG.19648,48,0,0,0,69
STRG.19649,11,0,0,0,6
STRG.19640,11,0,0,0,0
Peve_00024234,0,0,0,0,0
STRG.19642,820,438,1298,229,1070
STRG.19643,3,5,0,0,0
STRG.19644,3,8,38,11,59
STRG.19645,4,0,0,0,0
Peve_00024233,0,0,0,0,0
STRG.19647,298,0,0,0,30
Peve_00000930,0,0,0,0,0
Peve_00000933,0,0,0,0,0
Peve_00000935,0,0,0,0,0
Peve_00000939,0,22,220,19,21
Peve_00025729,0,0,0,9,0
STRG.23818,253,76,305,131,224
STRG.23819,33,6,0,40,52
Peve_00025720,0,0,0,0,0
Peve_00025721,0,0,65,0,0
STRG.23816,10,14,0,0,0
STRG.23817,81,42,0,30,47
STRG.23810,13,87,0,139,0
STRG.23811,270,13,388,67,81
STRG.23812,1121,748,2529,862,1391
Peve_00025727,0,0,0,10,0
STRG.8502,1283,1008,328,470,1589
STRG.8503,16,6,0,0,0
STRG.8500,369,485,805,460,633
STRG.13916,652,391,1045,349,809
STRG.13917,63,32,200,48,57
STRG.13914,4,34,122,8,77
STRG.8501,333,179,1563,130,498
STRG.13912,172,28,181,255,134
STRG.13913,255,180,477,93,159
STRG.13910,11,0,32,8,49
STRG.13911,53,1,3,45,24
STRG.8506,23,0,0,2,0
STRG.13918,62,42,168,34,67
STRG.13919,5,3,5,3,21
STRG.21416,1949,1882,4414,977,3356
STRG.21417,19,0,0,0,0
STRG.21414,6,0,0,0,0
STRG.21415,3,1,0,0,1
STRG.21412,101,16,249,53,136
STRG.21413,2,0,0,0,2
STRG.21410,31,0,16,23,7
STRG.21411,16,4,25,10,48
STRG.8505,8390,1633,2656,2471,10279
STRG.21418,101,43,178,23,90
STRG.21419,137,0,642,82,163
Peve_00040317,0,0,0,0,0
Peve_00040318,0,0,0,0,0
Peve_00013148,0,0,0,0,0
STRG.3839,5,0,0,0,0
STRG.3838,1056,266,2964,1213,1939
STRG.3837,3824,1195,3940,2208,4926
STRG.3836,8,0,0,96,796
Peve_00013147,0,0,0,0,0
Peve_00016314,0,0,0,0,0
STRG.3833,1475,1000,19,403,1434
Peve_00016312,0,0,0,0,0
Peve_00013143,0,0,0,0,0
STRG.3830,42,0,0,42,0
Peve_00026569,0,0,0,0,0
Peve_00026568,0,0,0,0,0
Peve_00013853,0,0,0,0,0
STRG.11518,646,100,481,365,626
STRG.11519,4136,1443,4852,1923,5103
Peve_00004899,0,0,25,0,0
STRG.11510,17,35,242,16,126
STRG.11511,4236,1316,5693,2321,7272
STRG.11512,64,72,334,46,219
STRG.11513,16,0,41,5,0
STRG.11514,19,0,101,0,7
STRG.11515,85,22,83,27,56
STRG.11516,616,340,1054,254,676
STRG.11517,15,2,0,0,9
Peve_00020802,0,0,0,0,0
Peve_00020806,0,0,0,0,0
Peve_00020805,0,0,0,0,7
Peve_00020808,0,0,0,0,0
Peve_00040863,0,0,0,0,0
Peve_00004532,0,0,0,0,0
Peve_00041199,0,14,0,0,0
Peve_00041198,0,0,0,0,0
Peve_00015668,0,0,0,0,0
Peve_00015669,0,0,0,7,0
Peve_00044347,0,0,0,0,0
Peve_00041190,0,154,0,0,112
Peve_00044344,0,0,0,0,7
Peve_00041195,0,290,4,0,157
Peve_00015663,0,0,0,0,0
Peve_00044341,0,0,0,0,8
Peve_00041196,0,0,0,0,4
Peve_00002392,0,0,0,0,0
Peve_00002393,0,0,0,0,0
Peve_00002396,0,0,48,14,7
Peve_00002395,0,0,0,31,26
STRG.24136,1725,787,1098,787,2161
STRG.24137,1845,77,472,1423,573
STRG.24134,77,117,320,32,135
STRG.24135,25,3,1,2,27
STRG.24132,311,53,613,239,339
STRG.24133,11,0,0,0,7
STRG.24130,26,0,49,7,103
STRG.24131,50,0,0,49,25
STRG.11633,810,182,689,280,571
STRG.24138,70,24,49,21,60
STRG.24139,25,5,56,42,48
STRG.11632,2550,479,1931,611,1525
STRG.11635,1990,1328,2183,1541,2030
Peve_00002641,0,0,0,0,0
Peve_00002642,0,22,0,0,0
STRG.11636,63,71,131,0,61
Peve_00005382,0,0,0,0,0
Peve_00018310,0,0,0,0,34
Peve_00041736,0,0,0,0,0
Peve_00018315,0,0,0,0,0
Peve_00018314,0,0,0,0,0
Peve_00042428,0,0,0,0,0
Peve_00008098,0,0,0,0,0
Peve_00042421,0,0,0,0,0
Peve_00008095,0,0,0,0,4
Peve_00008094,0,0,0,15,6
STRG.5196,104,76,179,49,239
Peve_00043779,0,0,0,0,1
STRG.5197,5269,1502,1873,2835,5492
Peve_00043773,0,0,0,0,0
Peve_00043772,0,0,0,0,0
Peve_00043771,0,0,0,0,0
Peve_00043777,0,0,0,0,0
STRG.5194,121,86,238,104,204
STRG.5195,294,200,86,166,556
STRG.5192,52,32,317,25,179
Peve_00029985,0,0,19,0,0
Peve_00003519,0,0,0,0,0
STRG.19909,41,13,145,28,99
Peve_00003512,0,0,0,0,0
Peve_00020748,0,0,0,0,0
Peve_00003516,0,0,0,0,0
Peve_00009054,0,0,0,0,0
Peve_00009055,0,0,0,0,0
STRG.4706,232,195,1708,230,314
STRG.4707,258,110,569,163,216
Peve_00009050,0,36,547,0,0
STRG.4701,15,4,27,10,49
STRG.4702,1574,919,3039,955,2066
Peve_00009053,0,0,0,0,0
STRG.4708,14,0,0,4,0
Peve_00009059,0,0,0,0,0
Peve_00001601,0,0,37,0,72
Peve_00028267,0,0,0,0,0
Peve_00001603,0,0,0,0,0
Peve_00028265,0,0,0,0,0
Peve_00028262,0,0,0,5,4
Peve_00028263,0,0,0,0,3
Peve_00001607,0,0,0,0,0
Peve_00001608,0,0,0,0,0
STRG.5199,30,37,362,237,114
Peve_00028269,0,0,0,0,0
Peve_00011696,0,0,0,0,0
Peve_00019959,0,3,0,0,0
STRG.4829,377,240,347,99,454
Peve_00019955,0,0,0,2,7
Peve_00043866,0,0,0,0,22
Peve_00030316,0,0,0,1,0
Peve_00030315,0,0,0,0,0
Peve_00030311,0,0,0,0,21
STRG.4821,3619,962,2838,1327,5204
Peve_00013189,0,0,0,0,0
Peve_00013188,0,0,0,0,0
Peve_00035491,0,0,0,0,0
Peve_00035490,0,0,0,0,0
Peve_00007526,0,0,2,0,0
Peve_00035496,0,0,0,0,0
Peve_00007524,0,0,0,0,0
Peve_00035498,0,0,0,0,0
Peve_00029609,0,164,19,0,496
Peve_00029601,0,0,0,0,0
Peve_00029600,0,0,0,0,0
Peve_00005605,0,0,0,0,0
Peve_00005604,0,0,0,0,0
Peve_00038786,0,0,193,21,14
Peve_00005606,0,0,0,0,0
Peve_00005601,0,0,0,0,0
Peve_00005600,0,0,0,0,0
Peve_00005603,0,0,0,0,0
Peve_00005602,0,0,0,0,0
Peve_00033666,0,0,0,0,16
Peve_00033667,0,0,0,0,0
Peve_00033662,0,0,0,0,0
Peve_00033663,0,0,0,0,0
Peve_00033668,0,0,0,0,0
Peve_00033669,0,0,0,0,0
STRG.25165,153,230,215,77,277
Peve_00029530,0,11,0,0,9
STRG.9347,1,1,0,0,12
STRG.5445,106,28,396,26,245
STRG.5446,253,95,411,172,226
Peve_00038872,0,0,0,0,0
Peve_00030181,0,0,0,0,0
Peve_00008879,0,0,0,8,0
Peve_00038877,0,0,0,0,0
STRG.9343,314,52,0,151,371
Peve_00008876,0,1,4,0,7
Peve_00008871,0,0,0,0,0
Peve_00008870,0,0,0,0,0
STRG.9342,190,122,183,109,125
Peve_00040459,0,0,0,11,0
Peve_00034361,0,0,0,0,0
STRG.9341,165,91,557,127,129
Peve_00034364,0,7,7,0,0
STRG.5443,20,30,0,26,31
Peve_00040454,0,0,0,0,6
STRG.8404,1190,280,428,490,1196
Peve_00022144,0,0,7,0,7
Peve_00000869,0,0,0,0,0
STRG.12579,780,267,1407,239,717
STRG.12578,91,23,34,80,125
STRG.12573,120,52,44,126,126
STRG.12572,515,246,827,353,528
STRG.12571,183,166,445,127,198
STRG.12570,295,30,959,64,354
STRG.12577,744,395,1586,470,1205
STRG.12576,587,255,578,231,1349
STRG.12575,72,9,0,9,36
STRG.12574,547,187,587,269,781
Peve_00032205,0,0,0,0,0
STRG.14809,4291,3090,47994,8114,7905
STRG.14808,253,62,474,21,295
STRG.14805,1608,744,1383,681,2155
STRG.14804,159,107,442,62,189
STRG.14807,54,17,220,34,29
STRG.14806,80,15,223,6,60
STRG.14801,73,0,1249,33,642
STRG.14800,404,0,196,227,717
STRG.14803,2355,591,5357,1640,3792
STRG.14802,4875,4919,5963,2141,3069
Peve_00035968,0,0,0,0,0
Peve_00023601,0,0,0,0,0
Peve_00023603,0,0,0,0,0
Peve_00023602,0,0,0,0,0
Peve_00035966,0,0,0,0,2
Peve_00035965,0,0,0,0,0
STRG.22307,427,201,740,476,772
STRG.22306,173,56,206,95,164
STRG.22305,433,183,1411,420,812
STRG.22304,626,196,3577,654,707
STRG.22303,231,264,174,176,337
STRG.22302,76,231,1280,75,797
STRG.22301,7,37,402,10,19
STRG.22300,7,4,0,1,0
STRG.2876,40,7,259,26,0
STRG.22309,464,110,521,193,668
STRG.22308,15,10,0,0,0
Peve_00012369,0,0,0,0,26
Peve_00036434,0,0,0,0,0
Peve_00036435,0,0,0,0,0
Peve_00036431,0,0,0,0,0
Peve_00036433,0,0,0,0,0
STRG.9899,71,11,2,2,40
STRG.19409,5,0,4,0,0
STRG.9897,450,192,1696,314,816
STRG.9896,72,37,127,40,85
STRG.9895,21,0,0,21,9
STRG.9894,307,8,127,6,0
STRG.19402,142,7,324,106,160
STRG.19403,187,28,188,147,193
STRG.9891,236,231,1255,114,125
STRG.19401,97,0,0,20,0
STRG.11777,31,17,67,36,9
Peve_00010143,0,0,0,0,0
Peve_00025528,0,0,39,42,24
Peve_00025522,0,0,0,0,0
Peve_00025527,0,0,9,0,0
Peve_00028921,0,0,0,0,0
Peve_00028920,0,0,0,0,0
Peve_00028923,0,0,0,0,0
STRG.9765,213,0,133,54,143
STRG.9764,87,0,0,54,37
STRG.9767,46,0,0,33,14
STRG.9766,2,0,0,0,0
STRG.9761,326,55,640,138,470
STRG.9760,423,102,1006,113,412
STRG.16980,267,210,593,93,226
STRG.16981,32,110,196,69,197
STRG.9769,20,0,0,14,0
STRG.9768,25,13,42,22,9
STRG.16988,55,55,73,12,33
STRG.16989,11,0,0,9,9
STRG.21654,588,87,374,235,847
STRG.21655,37,22,79,76,27
STRG.17059,2,0,4,0,0
STRG.17058,2359,1440,4302,1385,5180
STRG.21650,985,294,618,552,866
STRG.21651,379,71,170,176,460
STRG.21652,100,29,258,39,99
STRG.21653,669,180,815,346,581
STRG.17053,343,19,177,187,296
STRG.17052,28,0,974,108,82
STRG.17051,2,31,263,76,0
STRG.17050,7,2,0,0,58
STRG.17057,656,250,378,208,732
STRG.17056,3182,948,1465,1187,4180
