gene_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_020473,0,0,0,0,0
FUN_020472,0,0,0,0,0
FUN_020471,0,0,0,0,0
FUN_020470,0,0,0,0,0
FUN_004952,0,26,0,0,0
FUN_028624,0,0,0,96,22
FUN_020479,0,0,0,0,0
FUN_020478,0,0,0,0,0
FUN_023637,547,457,160,3739,464
FUN_038632,6573,3492,2171,4131,2715
FUN_023630,508,442,177,430,395
FUN_004951,27,1,1,0,3
FUN_023631,1010,432,400,420,348
FUN_028620,12,0,4,9,68
FUN_023633,2104,1298,1051,1609,1485
FUN_044214,0,67,65,46,136
FUN_027124,0,0,0,0,0
FUN_027125,0,0,0,0,0
FUN_027126,0,0,0,0,0
FUN_027127,1713,924,677,1367,1146
FUN_027120,0,0,1,0,148
FUN_027121,2,0,6,0,36
FUN_027122,0,0,0,0,5
FUN_027123,0,0,0,0,0
FUN_027128,1534,1077,1239,1854,1831
FUN_027129,0,0,0,0,0
FUN_019914,0,0,0,0,1
FUN_017509,0,0,0,0,0
FUN_017508,0,0,0,0,0
FUN_017501,0,0,0,0,0
FUN_017500,0,0,0,0,0
FUN_017503,0,0,0,1,0
FUN_017502,0,0,0,0,0
FUN_017505,0,0,1,0,1
FUN_017504,0,0,0,0,0
FUN_017507,0,0,1,0,0
FUN_017506,0,0,0,0,0
FUN_004260,1079,1006,527,650,772
FUN_033955,13,22,49,68,104
FUN_033956,517,472,218,1349,850
FUN_004263,226,175,146,179,286
FUN_004264,1440,490,659,996,613
FUN_004265,1194,596,658,826,731
FUN_004266,18,48,48,50,14
FUN_033953,9701,3149,1290,3581,1582
FUN_004268,898,4233,1386,1775,1293
FUN_004269,73,42,98,23,98
FUN_033958,1126,527,659,625,637
FUN_033959,787,633,604,576,409
FUN_023649,1885,1277,1865,1849,2225
FUN_000978,348,200,180,311,151
FUN_026541,1436,887,1080,1378,1294
FUN_024467,151,192,154,64,212
FUN_018858,0,0,0,0,0
FUN_018859,18,0,11,32,163
FUN_018852,0,0,0,0,0
FUN_018853,0,0,0,0,0
FUN_018850,0,0,0,0,0
FUN_018851,0,0,0,0,0
FUN_018856,26,0,22,48,18
FUN_018857,0,0,0,0,0
FUN_018854,0,0,0,0,0
FUN_018855,0,0,0,0,52
FUN_043871,0,0,3,0,15
FUN_019109,0,0,0,0,94
FUN_019108,0,0,0,0,0
FUN_019107,0,0,0,0,0
FUN_019106,0,0,0,0,0
FUN_019105,0,0,0,0,19
FUN_019104,46,11,0,31,65
FUN_019103,0,0,0,14,0
FUN_019102,0,0,0,8,0
FUN_019101,0,0,0,0,37
FUN_019100,0,0,0,0,0
FUN_023647,7110,7614,5117,7289,3041
FUN_020762,0,0,0,0,0
FUN_011518,0,0,0,0,14
FUN_011519,0,0,0,0,0
FUN_023641,0,11,18,0,13
FUN_043074,35,20,5,51,25
FUN_011515,0,4,0,13,0
FUN_011516,0,0,0,0,0
FUN_043077,0,0,0,0,0
FUN_021469,0,248,0,0,40
FUN_021468,0,0,0,0,0
FUN_021467,0,0,0,0,0
FUN_021466,456,250,199,433,156
FUN_021465,322,161,128,267,272
FUN_021464,28,0,15,0,78
FUN_021463,2095,2591,2461,2293,1514
FUN_021462,6,0,12,7,14
FUN_021461,23,0,5,4,138
FUN_021460,0,0,0,0,41
FUN_043072,16,13,44,36,31
FUN_011513,0,0,0,0,0
FUN_023643,2133,2040,1101,884,1060
FUN_035448,1155,760,575,664,895
FUN_035449,1270,1373,614,920,589
FUN_035444,12591,9880,6108,11179,8390
FUN_035445,0,0,0,213,0
FUN_035446,0,15,0,60,0
FUN_035447,68,59,0,176,0
FUN_035440,120,76,37,94,60
FUN_035441,690,550,614,605,609
FUN_035442,1,2,5,0,1
FUN_035443,195,169,287,218,340
FUN_031563,291,164,177,286,228
FUN_031562,467,204,192,338,350
FUN_031561,440,606,260,455,384
FUN_031560,1201,975,679,721,626
FUN_031567,1102,573,279,813,669
FUN_031566,7422,6700,4402,6179,4932
FUN_031565,2010,693,666,1786,1639
FUN_031564,1659,1079,911,1430,1320
FUN_031569,3025,2697,2347,1720,1980
FUN_031568,0,0,4,16,25
FUN_020738,0,0,0,3,15
FUN_020739,0,0,8,0,0
FUN_030965,0,0,0,0,0
FUN_020734,0,0,0,0,1
FUN_020735,0,0,0,0,0
FUN_020736,0,0,21,9,14
FUN_020737,0,12,0,5,27
FUN_020730,0,0,0,0,0
FUN_020731,0,0,0,0,0
FUN_020732,0,0,0,0,0
FUN_020733,1,0,1,0,0
FUN_032140,2365,2286,2553,1907,2413
FUN_032141,935,700,667,627,485
FUN_032142,677,503,488,490,198
FUN_032143,2145,2595,2072,2353,1273
FUN_032144,1957,2325,872,1375,1384
FUN_032145,2129,3366,1184,1405,1010
FUN_032146,1960,2277,922,2724,1862
FUN_032147,13614,19171,4712,22400,10075
FUN_032148,336,365,405,327,452
FUN_032149,489,122,184,267,251
FUN_022881,0,0,0,0,0
FUN_008361,365,164,50,421,188
FUN_008360,140,107,35,129,77
FUN_008363,990,419,175,721,423
FUN_008362,1096,710,292,991,467
FUN_043979,0,0,2,0,0
FUN_043978,0,0,2,0,2
FUN_008367,2458,2217,1776,3014,2157
FUN_008366,184,148,160,112,87
FUN_008369,4887,7044,3655,3521,4054
FUN_008368,1418,1134,672,1029,676
FUN_043977,0,0,0,0,0
FUN_043976,0,0,3,0,1
FUN_043971,0,0,0,0,0
FUN_043970,1,0,3,0,2
FUN_043973,0,0,0,0,0
FUN_043972,0,0,2,0,2
FUN_000174,0,0,0,0,0
FUN_000175,0,0,3,0,13
FUN_000176,0,0,0,0,0
FUN_000177,0,0,2,0,16
FUN_000170,0,0,0,0,1
FUN_000171,3,0,5,0,16
FUN_000172,0,0,0,0,0
FUN_000173,3,0,4,1,13
FUN_000178,0,0,0,0,0
FUN_000179,6,0,2,0,19
FUN_007746,0,0,0,0,0
FUN_007747,0,0,0,10,34
FUN_007744,7,1119,0,4,3
FUN_007745,0,0,12,0,0
FUN_007742,0,0,6,0,0
FUN_007743,0,405,0,0,0
FUN_002992,0,0,1,0,0
FUN_002993,0,0,0,0,0
FUN_002998,0,0,1,0,0
FUN_002999,0,0,0,0,0
FUN_007748,825,1926,300,616,724
FUN_007749,156,393,193,395,248
FUN_005678,1,0,0,1,5
FUN_005679,0,0,0,0,0
FUN_000288,221,181,239,163,242
FUN_000289,905,518,753,600,982
FUN_005670,12,0,0,0,5
FUN_000287,208,113,116,107,203
FUN_005672,0,0,2,0,7
FUN_000285,1476,759,562,765,598
FUN_005674,0,0,0,0,0
FUN_000283,51,110,15,60,90
FUN_005676,0,0,3,0,20
FUN_000281,86,122,51,21,53
FUN_007921,483,138,295,227,416
FUN_007926,872,424,537,505,459
FUN_008267,271,123,144,79,217
FUN_007927,302,189,172,272,262
FUN_033231,0,0,0,0,0
FUN_033230,0,0,0,0,0
FUN_033233,0,0,0,0,0
FUN_033232,0,0,0,0,0
FUN_033235,0,0,0,0,0
FUN_033234,0,0,0,0,0
FUN_033237,0,0,0,0,0
FUN_033236,0,0,0,0,41
FUN_033239,0,0,0,0,0
FUN_033238,0,0,0,0,0
FUN_007925,350,262,294,743,605
FUN_043785,52,38,20,0,0
FUN_019067,41,0,0,6,27
FUN_016902,0,0,0,0,0
FUN_016903,0,0,0,9,0
FUN_016900,0,0,22,0,0
FUN_016901,296,58,0,96,19
FUN_016906,32,16,19,186,10
FUN_016907,1,0,0,38,24
FUN_016904,0,0,0,0,0
FUN_016905,104,120,0,25,38
FUN_000836,1,1,0,0,0
FUN_016908,4,0,0,362,0
FUN_016909,4,0,13,14,52
FUN_003485,2023,1775,1107,2560,1405
FUN_003484,0,0,0,0,3
FUN_003487,2134,2654,1646,6902,15583
FUN_003486,0,0,3,0,0
FUN_003481,1,0,0,0,1
FUN_003480,8,17,55,37,93
FUN_003483,0,0,0,0,0
FUN_003482,0,0,0,0,15
FUN_003489,218,83,72,100,164
FUN_003488,883,2091,1224,1913,2610
FUN_005331,1064,436,522,245,696
FUN_014348,29,43,0,0,0
FUN_005330,1063,433,687,458,1089
FUN_014349,0,0,0,0,0
FUN_000125,4,0,9,1,16
FUN_004109,1027,557,536,1607,992
FUN_014346,0,0,0,0,0
FUN_040309,0,0,0,0,0
FUN_010428,0,0,0,0,0
FUN_003739,0,0,0,0,0
FUN_003738,0,0,0,0,37
FUN_040303,269,182,206,187,153
FUN_004100,3039,3827,1761,5248,3948
FUN_010421,0,0,0,0,0
FUN_004102,250,156,76,498,401
FUN_010427,0,0,0,0,0
FUN_044064,0,0,0,1,1
FUN_003731,0,0,1,2,2
FUN_004106,120,0,4,314,4
FUN_014345,0,0,0,0,14
FUN_005337,5793,5908,4156,5024,3675
FUN_004949,2685,1375,992,1848,1145
FUN_036007,1985,1059,814,1044,517
FUN_014342,0,0,0,0,0
FUN_005336,3982,6096,3772,6689,4506
FUN_014343,0,2,0,0,10
FUN_014340,1528,666,367,2146,2383
FUN_003846,6350,3459,3642,7423,7047
FUN_016714,37,51,36,122,61
FUN_014341,0,0,0,5,0
FUN_036006,996,1012,381,442,526
FUN_033439,0,0,1,0,1
FUN_033438,0,0,0,0,2
FUN_034278,4646,2851,2535,3308,2356
FUN_034279,1460,1058,767,1311,1211
FUN_034270,0,16,0,0,0
FUN_034271,0,0,0,0,0
FUN_034272,0,49,0,0,0
FUN_034273,0,347,4,0,0
FUN_034274,1113,722,877,939,1307
FUN_034275,447,403,305,512,752
FUN_034276,1202,517,890,1070,988
FUN_034277,0,0,0,1,0
FUN_003840,3124,438,734,1653,1334
FUN_033431,0,0,4,0,2
FUN_033430,1,0,1,0,3
FUN_002468,408,297,175,430,357
FUN_002469,4208,2157,2618,5724,3992
FUN_002464,0,0,0,0,0
FUN_002465,0,0,0,0,21
FUN_002466,0,0,0,0,0
FUN_002467,27,9,0,0,18
FUN_002460,113,2,53,0,92
FUN_002461,17,0,13,12,40
FUN_002462,15,2,24,48,90
FUN_002463,1424,1199,617,925,766
FUN_016718,0,0,0,0,0
FUN_012379,2473,1378,984,2162,1767
FUN_012378,2130,2834,1515,2315,685
FUN_012375,4526,2927,1915,4485,2725
FUN_012374,372,470,183,534,568
FUN_012377,519,204,239,475,518
FUN_012376,1190,1080,709,1078,1358
FUN_012371,0,0,14,0,0
FUN_012370,0,0,1,0,0
FUN_012373,16,0,9,0,0
FUN_012372,0,6,0,0,0
FUN_013422,38,15,29,22,61
FUN_013423,0,11,28,8,97
FUN_013420,207,185,333,243,546
FUN_013421,8581,5961,3103,6598,5355
FUN_014434,1011,637,620,302,649
FUN_014435,36,7,65,0,18
FUN_014436,50,9,51,56,96
FUN_013425,134,68,18,57,168
FUN_014438,1724,1199,1594,2292,2637
FUN_014439,369,324,147,418,307
FUN_013428,57,8,10,0,40
FUN_013429,0,52,0,0,70
FUN_034880,1176,908,657,903,541
FUN_011482,0,0,0,0,0
FUN_011483,0,0,0,0,0
FUN_011480,0,0,0,0,0
FUN_011481,0,0,0,0,0
FUN_011486,0,0,0,0,0
FUN_011487,0,0,3,5,33
FUN_011484,0,0,0,0,0
FUN_011485,0,0,6,4,5
FUN_011488,4,0,3,5,0
FUN_011489,0,0,0,0,0
FUN_029386,589,135,152,181,323
FUN_029387,0,0,0,0,18
FUN_029384,337,171,50,117,136
FUN_029385,448,0,0,23,103
FUN_029382,1779,1873,183,236,1200
FUN_000900,4345,3399,1826,3053,2650
FUN_029380,0,0,0,0,0
FUN_000902,0,0,0,0,34
FUN_000909,1092,1572,698,1254,802
FUN_000908,89695,72353,48846,105054,71604
FUN_029388,157,0,31,81,0
FUN_029389,303,77,50,105,84
FUN_031411,0,0,0,0,0
FUN_009779,25,30,11,8,35
FUN_009778,3176,1658,1041,3136,2234
FUN_009775,0,12,8,0,0
FUN_009774,112,990,1056,214,80
FUN_009777,8985,4393,4268,8482,5434
FUN_009776,2108,1504,1422,2513,2375
FUN_009771,6986,4731,4039,7764,6551
FUN_009770,2,0,4,4,19
FUN_009773,673,893,663,1020,1170
FUN_009772,446,317,450,618,601
FUN_012599,793,1665,4060,1838,1573
FUN_012598,1637,1094,980,507,1663
FUN_029650,338,71,74,36,92
FUN_029651,0,0,9,0,3
FUN_029652,58,140,53,95,89
FUN_029653,0,7,3,8,12
FUN_029654,58,72,16,90,71
FUN_012594,534,220,174,407,242
FUN_029656,0,0,15,1,34
FUN_012596,767,464,242,568,477
FUN_016289,198,107,55,58,177
FUN_016288,2558,1366,1291,2301,2905
FUN_016281,8,5,7,9,7
FUN_016280,553,462,406,496,632
FUN_016283,0,0,0,0,0
FUN_016282,1874,512,998,1597,1518
FUN_016285,0,0,0,0,0
FUN_016284,3336,2278,1512,2191,2027
FUN_016287,185,106,23,172,99
FUN_016286,2400,1564,792,1505,1333
FUN_026858,0,0,0,0,0
FUN_015741,170,0,161,0,0
FUN_010992,92,76,21,99,89
FUN_015743,0,0,0,0,0
FUN_010990,876,528,387,487,271
FUN_015745,0,19,0,19,0
FUN_010996,0,0,0,0,0
FUN_010995,4,0,4,0,37
FUN_015746,26,0,0,0,0
FUN_015749,0,0,0,0,0
FUN_015748,0,0,0,0,0
FUN_010999,829,262,471,746,629
FUN_010998,0,0,0,0,12
FUN_034750,0,21,0,0,40
FUN_042213,0,21,12,0,50
FUN_042212,0,3,0,0,1
FUN_016131,31708,20715,17764,20262,14152
FUN_016130,7234,5695,3866,4395,3134
FUN_016137,1189,975,529,809,623
FUN_016136,14,50,19,88,47
FUN_016135,108,40,0,53,43
FUN_042214,0,0,0,0,0
FUN_042219,0,0,0,0,0
FUN_042218,0,0,2,0,0
FUN_009199,172,74,11,12,4
FUN_009198,38,36,35,120,17
FUN_009191,325,141,30,119,40
FUN_009190,0,0,0,0,0
FUN_009193,0,0,0,0,0
FUN_009192,0,21,15,35,0
FUN_009195,368,415,27,196,36
FUN_009194,0,0,1,0,0
FUN_009197,140,65,0,397,6
FUN_009196,3,0,0,2,0
FUN_017428,0,1,0,0,0
FUN_017429,0,0,0,0,0
FUN_017426,0,0,0,0,0
FUN_017427,0,0,0,0,0
FUN_017424,0,1,0,0,0
FUN_017425,0,0,1,0,0
FUN_017422,0,1,0,0,0
FUN_017423,0,0,0,0,0
FUN_017420,0,1,0,0,0
FUN_017421,0,0,1,0,0
FUN_008822,0,0,0,0,0
FUN_008823,17,24,0,14,97
FUN_008820,120,31,13,0,0
FUN_008821,16,32,4,31,32
FUN_008826,22,0,0,35,17
FUN_008827,0,0,0,0,0
FUN_008824,14,28,12,25,39
FUN_008825,0,7,0,0,0
FUN_008828,0,0,0,0,18
FUN_008829,0,5,2,3,0
FUN_028529,0,0,3,0,3
FUN_028528,0,0,0,0,0
FUN_026549,174,0,33,28,65
FUN_026548,1199,766,562,806,899
FUN_023719,0,1,1,0,1
FUN_023718,0,1,0,0,0
FUN_028521,0,4,7,38,23
FUN_028520,0,0,0,41,0
FUN_028523,0,0,0,0,14
FUN_026546,706,250,359,701,742
FUN_028525,0,0,0,0,0
FUN_026540,1984,1428,831,1360,883
FUN_026543,2784,1029,2595,5272,3215
FUN_028526,0,0,0,0,0
FUN_025012,5,0,0,0,0
FUN_025013,0,3,0,0,0
FUN_025010,0,0,0,0,0
FUN_025011,0,0,0,0,0
FUN_022048,417,111,113,442,276
FUN_025017,0,0,0,0,2
FUN_025014,5,0,0,0,3
FUN_025015,0,0,0,0,3
FUN_022044,1170,924,1019,1244,2633
FUN_022045,2400,1756,870,1938,1016
FUN_025018,0,0,0,0,0
FUN_025019,1,0,0,0,0
FUN_022040,519,174,362,838,668
FUN_022041,111,0,57,98,130
FUN_022042,5117,4415,2014,5852,3238
FUN_022043,1224,993,871,1410,2666
FUN_024947,4,1,0,0,17
FUN_024946,62,55,0,0,79
FUN_024945,54,34,0,0,58
FUN_024944,3081,2327,1213,3238,2298
FUN_024943,2156,1160,1027,1479,1634
FUN_024942,1547,829,572,678,583
FUN_024941,0,0,0,0,0
FUN_024940,0,0,0,0,0
FUN_024949,7,0,0,0,0
FUN_024948,3,17,0,0,13
FUN_044031,519,10977,2331,4050,3301
FUN_014199,0,0,0,0,0
FUN_014198,3,0,2,0,59
FUN_014197,0,0,0,0,1
FUN_014196,0,0,0,0,0
FUN_014195,0,0,1,0,0
FUN_014194,0,0,0,0,0
FUN_014193,0,0,0,0,0
FUN_014192,4,0,0,0,0
FUN_014191,2,0,0,0,0
FUN_014190,0,0,0,0,0
FUN_022484,917,947,662,2262,1130
FUN_015524,0,0,0,0,0
FUN_022486,4088,2395,1544,2457,1712
FUN_024126,883,483,421,379,303
FUN_044032,725,11825,11751,1188,4191
FUN_015526,0,0,0,0,0
FUN_015521,0,0,0,1,0
FUN_022481,3582,2916,1889,2866,2178
FUN_030010,0,0,0,0,0
FUN_019476,0,0,0,0,0
FUN_019475,0,0,0,0,0
FUN_030013,0,0,0,0,0
FUN_030014,0,0,0,0,0
FUN_019472,2,0,0,7,17
FUN_030016,0,0,0,0,3
FUN_030017,0,0,0,0,0
FUN_030018,0,0,0,0,0
FUN_030019,0,0,0,0,0
FUN_022483,1160,857,802,1789,1232
FUN_019479,0,0,0,0,7
FUN_019478,0,0,12,0,8
FUN_038227,39,6,5,11,26
FUN_038226,187,44,189,105,281
FUN_038225,111,43,54,120,55
FUN_038224,99,37,83,87,73
FUN_038223,0,7,16,0,14
FUN_038222,65,0,60,0,111
FUN_038221,0,0,0,0,7
FUN_038220,2345,1882,681,1711,2040
FUN_027821,0,0,0,5,7
FUN_038229,257,107,215,246,186
FUN_038228,67,0,14,27,75
FUN_039574,0,168,47,0,228
FUN_039575,0,10,0,4,13
FUN_039576,14,985,805,0,1905
FUN_039577,0,0,2,1,0
FUN_039570,0,0,0,0,14
FUN_039571,14,0,0,5,8
FUN_039572,3,30,0,134,26
FUN_039573,565,1505,1239,10,3617
FUN_015529,0,0,0,0,0
FUN_039578,33,17,52,183,37
FUN_039579,0,0,0,0,0
FUN_022489,218,169,106,203,236
FUN_024055,295,230,139,233,321
FUN_024054,499,311,258,574,439
FUN_024057,20,8,17,36,14
FUN_024056,47,71,29,76,65
FUN_024051,1824,2724,1837,2712,2739
FUN_024050,321,248,176,360,306
FUN_024053,4848,3120,2816,5584,3770
FUN_012143,15,44,7,150,5
FUN_024059,4319,3201,1726,4175,1896
FUN_024058,1019,572,361,855,290
FUN_012141,313,401,535,337,220
FUN_021669,0,0,0,0,0
FUN_021668,0,0,1,0,1
FUN_021665,0,0,0,0,0
FUN_021664,0,0,0,0,0
FUN_021667,0,0,0,0,0
FUN_021666,0,0,0,0,0
FUN_021661,0,0,0,0,0
FUN_021660,0,0,0,0,0
FUN_021663,0,0,0,0,0
FUN_021662,0,0,1,0,0
FUN_012144,1746,2869,2161,2832,1605
FUN_012145,1925,1748,1572,2009,1752
FUN_022728,22,5,13,7,26
FUN_035237,10392,7323,4181,5398,4048
FUN_027627,0,0,0,0,0
FUN_027626,0,0,0,0,0
FUN_027625,0,0,0,0,0
FUN_027624,0,0,0,0,0
FUN_027623,0,0,0,0,0
FUN_027622,0,0,0,0,0
FUN_027621,0,0,0,0,0
FUN_027620,0,0,0,0,0
FUN_027629,0,0,0,0,0
FUN_027628,0,0,0,0,5
FUN_038483,17,0,6,0,33
FUN_038482,3199,5953,1299,4863,2479
FUN_038481,0,0,27,0,48
FUN_038480,194,39,2,79,71
FUN_038487,1764,2557,614,952,998
FUN_038486,51,20,20,3,15
FUN_038485,0,51,46,31,71
FUN_038484,2973,2532,1007,1995,904
FUN_038489,967,1084,1329,954,467
FUN_038488,1498,1184,586,1071,928
FUN_031761,169,125,25,156,58
FUN_031760,283,501,198,455,170
FUN_031763,181,160,2507,13,0
FUN_031762,0,0,17,0,103
FUN_031765,0,0,44,0,0
FUN_031764,0,28,26,0,0
FUN_031767,0,8,0,0,0
FUN_031766,8,6,7,3,19
FUN_031769,0,254,287,0,9
FUN_031768,0,154,84,0,0
FUN_038093,2575,2094,1644,856,39
FUN_003513,0,7,25,282,98
FUN_018153,37,3,0,190,90
FUN_008224,8,2,24,0,0
FUN_020532,0,0,0,0,0
FUN_020533,0,0,0,0,0
FUN_020530,0,0,0,0,0
FUN_020531,0,0,0,0,0
FUN_020536,0,0,0,0,0
FUN_020537,0,0,0,0,0
FUN_020534,0,0,0,0,0
FUN_039689,0,14,0,16,29
FUN_039686,11,0,0,0,0
FUN_039687,0,0,2,0,12
FUN_020538,0,0,0,0,0
FUN_039685,0,0,0,0,0
FUN_039682,24,2,2,13,11
FUN_039683,8,0,3,0,11
FUN_039680,0,0,112,0,0
FUN_039681,8,0,0,17,5
FUN_027083,45,7,32,42,47
FUN_027082,0,0,0,0,0
FUN_027081,0,0,3,16,8
FUN_027080,0,0,0,3,0
FUN_027087,0,0,36,16,43
FUN_027086,3298,3277,1352,3380,4546
FUN_027085,361,300,109,219,253
FUN_027084,6877,0,0,0,5178
FUN_027089,4,8,9,31,15
FUN_027088,0,0,20,0,0
FUN_010050,0,0,0,1,0
FUN_026974,0,0,0,0,4
FUN_026975,0,6,17,0,0
FUN_026976,1657,953,908,1462,1488
FUN_026977,0,9,0,5,0
FUN_026970,0,0,0,0,0
FUN_026971,0,0,0,0,0
FUN_026972,0,41,120,0,4
FUN_026973,0,0,0,0,0
FUN_026978,3687,2622,1554,2680,1880
FUN_026979,0,0,0,2,57
FUN_018150,6,10,13,67,15
FUN_003398,0,0,0,0,0
FUN_037888,85,158,148,174,447
FUN_040443,700,762,358,602,605
FUN_037882,50,0,87,154,0
FUN_037358,0,0,0,0,0
FUN_037359,0,0,0,10,0
FUN_037356,0,0,0,0,0
FUN_037357,3,0,9,31,0
FUN_037354,1929,1570,8,3,556
FUN_037355,1415,954,0,0,512
FUN_037352,0,0,0,0,74
FUN_037353,7407,6434,21,40,3814
FUN_037350,0,0,0,5,0
FUN_037351,18,0,0,0,0
FUN_017602,0,0,0,0,0
FUN_005478,6,12,0,17,24
FUN_005479,3084,2026,1674,2859,2920
FUN_005476,3229,2470,1479,1780,1731
FUN_005477,0,0,12,0,0
FUN_005474,1186,1035,976,1404,1563
FUN_005475,0,40,0,0,0
FUN_005472,43,15,42,41,15
FUN_018652,281,57,309,222,53
FUN_005470,8338,10649,4521,8052,4276
FUN_005471,109,217,94,199,113
FUN_018222,73,14,87,109,222
FUN_018653,149,35,121,71,12
FUN_001508,592,306,280,261,354
FUN_001509,36,43,56,34,38
FUN_001506,1020,1119,610,999,817
FUN_017606,0,0,0,0,1
FUN_001504,3677,2702,2061,4091,3917
FUN_001505,615,559,437,657,322
FUN_001502,0,0,0,0,83
FUN_001503,13903,3266,3359,9826,10103
FUN_001500,1074,395,129,1131,1070
FUN_017607,0,0,0,0,6
FUN_018656,834,471,158,619,396
FUN_017605,0,0,0,0,1
FUN_026028,62,0,39,17,14
FUN_026029,63,0,13,11,0
FUN_026022,0,0,0,0,0
FUN_026023,39519,15786,19064,60476,51460
FUN_026020,236,370,142,1374,806
FUN_026021,1406,1118,448,3824,3222
FUN_026026,20,10,16,0,15
FUN_026027,171,41,0,164,106
FUN_026024,32145,12687,13925,57592,49217
FUN_026025,1311,1214,727,1769,900
FUN_007830,273,42,94,235,196
FUN_007831,4041,1942,2294,2859,3542
FUN_007832,1860,1438,1314,1059,940
FUN_007833,308,196,229,262,186
FUN_007834,10286,8392,7026,12259,10131
FUN_007835,51,1,66,6,229
FUN_007836,3675,1529,1810,2523,2284
FUN_007837,2067,2635,1887,1645,949
FUN_007838,120,72,99,167,99
FUN_007839,2501,1962,1520,2953,2113
FUN_031422,1953,435,700,1152,731
FUN_016261,3,0,0,0,31
FUN_016260,55,32,19,160,128
FUN_034078,12,0,0,11,24
FUN_018468,0,0,0,28,8
FUN_034076,98,140,80,270,66
FUN_018466,0,0,0,0,2
FUN_018465,771,594,390,637,543
FUN_018464,0,0,0,0,0
FUN_018463,0,0,0,0,0
FUN_018462,0,0,0,0,0
FUN_018461,1,4,0,0,1
FUN_018460,0,0,0,0,0
FUN_004170,72929,83348,84795,83132,30018
FUN_003120,0,0,0,0,0
FUN_004171,2149,2149,1362,2393,2057
FUN_003121,0,0,0,0,0
FUN_003784,23,0,7,0,0
FUN_003785,4,0,8,9,24
FUN_003782,0,0,0,0,0
FUN_038195,449,651,305,1092,1193
FUN_031172,0,0,0,0,0
FUN_004175,0,0,0,0,67
FUN_020658,0,0,0,0,0
FUN_003780,150,92,0,0,0
FUN_004177,22,0,23,0,87
FUN_004657,1552,1587,1013,1849,1046
FUN_031178,0,18,0,0,0
FUN_020652,1,0,0,0,0
FUN_003397,0,0,16,0,57
FUN_043320,218,87,128,286,534
FUN_007167,64,101,53,67,205
FUN_043322,3467,1476,1204,2252,1508
FUN_043323,5681,8331,2044,2965,2838
FUN_043324,212,108,82,171,126
FUN_043325,1590,959,730,2041,1741
FUN_043326,6004,3148,2660,6398,4533
FUN_007161,2644,2012,1648,3539,2837
FUN_043328,380,8,23,80,48
FUN_043329,16,153,186,236,208
FUN_007168,65,47,48,54,119
FUN_007169,1502,609,605,1358,1422
FUN_005995,2150,1536,934,1685,2213
FUN_005994,1016,1308,1220,1615,1426
FUN_005997,234,172,126,278,262
FUN_005996,3857,5155,3005,2645,1565
FUN_019738,12,0,3,0,50
FUN_019739,0,0,0,0,35
FUN_005993,119,241,99,230,49
FUN_005992,1390,1464,1126,2016,1108
FUN_019734,0,0,0,0,11
FUN_019735,0,0,0,0,0
FUN_019736,2,9,3,0,11
FUN_019737,0,0,0,3,11
FUN_005999,6004,4103,3279,6064,4063
FUN_019731,1,0,1,0,1
FUN_019732,4,10,11,7,12
FUN_019733,1,2,0,0,18
FUN_034731,46,0,4,21,10
FUN_034732,2,0,0,0,0
FUN_034928,0,18,0,9,26
FUN_034929,52,2,36,29,36
FUN_034924,0,55,23,81,37
FUN_034925,237,162,47,93,300
FUN_034926,275,74,28,39,141
FUN_034927,0,18,14,13,7
FUN_034920,552,144,210,130,359
FUN_034921,178,43,6,338,40
FUN_034922,970,645,766,675,769
FUN_034923,5630,777,67,1175,726
FUN_034737,0,0,0,0,0
FUN_021348,0,0,0,0,0
FUN_021349,0,0,0,0,0
FUN_021342,0,0,0,0,0
FUN_021343,0,0,0,0,0
FUN_021340,0,0,0,0,0
FUN_021341,0,0,0,0,0
FUN_021346,0,0,0,0,0
FUN_021347,0,0,0,0,0
FUN_021344,0,0,0,0,0
FUN_021345,0,0,0,0,0
FUN_036566,0,0,0,0,0
FUN_036567,0,0,0,0,0
FUN_036564,440,0,242,6,25
FUN_036565,0,0,0,4,0
FUN_036562,0,0,0,0,8
FUN_036563,60,64,15,51,11
FUN_036560,0,1,1,1,3
FUN_036561,11,0,8,0,7
FUN_036568,0,0,0,0,0
FUN_036569,0,0,0,0,0
FUN_002077,0,0,0,0,0
FUN_002076,454,600,449,650,307
FUN_002075,0,0,0,0,0
FUN_002074,34,0,87,0,149
FUN_002073,376,272,107,68,82
FUN_002072,16,0,0,4,19
FUN_002071,0,1,0,1,1
FUN_002070,73,220,203,91,210
FUN_002079,3394,2908,1290,2178,2072
FUN_002078,0,0,0,0,0
FUN_042051,1450,1367,1327,1398,2035
FUN_042050,3213,2210,785,1191,1063
FUN_042053,3999,3480,3367,3354,4285
FUN_042052,445,344,355,405,382
FUN_042055,28,94,19,51,179
FUN_042054,470,410,364,6,298
FUN_042057,0,0,0,0,0
FUN_042056,0,66,0,0,0
FUN_042059,82,83,36,97,40
FUN_042058,852,394,345,816,832
FUN_025960,0,0,0,0,0
FUN_014669,2363,2420,2416,2534,1540
FUN_040569,0,0,0,0,0
FUN_040568,0,0,0,0,0
FUN_023349,0,0,29,5,21
FUN_040563,0,0,0,0,0
FUN_040562,0,0,0,0,0
FUN_040561,0,0,0,0,0
