# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam
lncRNA_299	Pocillopora_meandrina_HIv1___Sc1111111	21191992	21192792	+	801	0	0	0	0	0
lncRNA_311	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	122573;1268436;1532247;21472256	123665;1268882;1532496;21472773	+;+;+;+	2308	0	0	0	0	0
lncRNA_312	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	182919;1636361	183241;1636669	+;+	632	0	0	0	0	0
lncRNA_313	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	193555;1719719	193761;1719921	+;+	410	0	0	0	0	0
lncRNA_314	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	844136;1765819	844372;1766156	+;+	575	0	0	0	0	0
lncRNA_315	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	847724;1853162	848124;1853892	+;+	1132	0	0	0	0	0
lncRNA_316	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	982998;2313229	984515;2313443	+;+	1733	0	0	0	0	0
lncRNA_317	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	987359;2334956	989527;2336185	+;+	3399	0	0	0	0	0
lncRNA_318	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	1151681;2374691	1152114;2375138	+;+	882	0	0	0	0	0
lncRNA_319	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	1132353;2411242	1132838;2411643	+;+	888	0	0	0	0	0
lncRNA_321	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	2548295;2842171	2548577;2842457	+;+	570	0	0	0	0	0
lncRNA_322	Pocillopora_meandrina_HIv1___Sc1111111	2887422	2888178	+	757	0	0	0	0	0
lncRNA_323	Pocillopora_meandrina_HIv1___Sc1111111	2911997	2912594	+	598	0	0	0	0	0
lncRNA_324	Pocillopora_meandrina_HIv1___Sc1111111	2915436	2916161	+	726	0	0	0	0	0
lncRNA_325	Pocillopora_meandrina_HIv1___Sc1111111	2959114	2959558	+	445	0	0	0	0	0
lncRNA_326	Pocillopora_meandrina_HIv1___Sc1111111	2985429	2986781	+	1353	0	0	0	0	0
lncRNA_327	Pocillopora_meandrina_HIv1___Sc1111111	2998615	2998862	+	248	0	0	0	0	0
lncRNA_328	Pocillopora_meandrina_HIv1___Sc1111111	3111782	3112181	+	400	0	0	0	0	0
lncRNA_329	Pocillopora_meandrina_HIv1___Sc1111111	3123246	3123499	+	254	0	0	0	0	0
lncRNA_331	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	3215633;3342315	3215863;3342936	+;+	853	0	0	0	0	0
lncRNA_332	Pocillopora_meandrina_HIv1___Sc1111111	3371113	3371336	+	224	0	0	0	0	0
lncRNA_333	Pocillopora_meandrina_HIv1___Sc1111111	3371694	3372613	+	920	0	0	0	0	0
lncRNA_334	Pocillopora_meandrina_HIv1___Sc1111111	3389641	3391171	+	1531	0	0	0	0	0
lncRNA_335	Pocillopora_meandrina_HIv1___Sc1111111	3442792	3442998	+	207	0	0	0	0	0
lncRNA_336	Pocillopora_meandrina_HIv1___Sc1111111	3612185	3612811	+	627	0	0	0	0	0
lncRNA_337	Pocillopora_meandrina_HIv1___Sc1111111	3613624	3614157	+	534	0	0	0	0	0
lncRNA_338	Pocillopora_meandrina_HIv1___Sc1111111	3616186	3616437	+	252	0	0	0	0	0
lncRNA_339	Pocillopora_meandrina_HIv1___Sc1111111	3614744	3615474	+	731	0	0	0	0	0
lncRNA_341	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	3619112;3642783	3619221;3643454	+;+	782	0	0	0	0	0
lncRNA_342	Pocillopora_meandrina_HIv1___Sc1111111	3781753	3782318	+	566	0	0	0	0	0
lncRNA_343	Pocillopora_meandrina_HIv1___Sc1111111	3821344	3821655	+	312	0	0	0	0	0
lncRNA_344	Pocillopora_meandrina_HIv1___Sc1111111	3822713	3822951	+	239	0	0	0	0	0
lncRNA_345	Pocillopora_meandrina_HIv1___Sc1111111	3939483	3939779	+	297	0	0	0	0	0
lncRNA_346	Pocillopora_meandrina_HIv1___Sc1111111	3971482	3972491	+	1010	0	0	0	0	0
lncRNA_347	Pocillopora_meandrina_HIv1___Sc1111111	4114737	4115175	+	439	0	0	0	0	0
lncRNA_348	Pocillopora_meandrina_HIv1___Sc1111111	4115437	4115691	+	255	0	0	0	0	0
lncRNA_349	Pocillopora_meandrina_HIv1___Sc1111111	4116488	4117991	+	1504	0	0	0	0	0
lncRNA_351	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4141146;4157656	4144146;4157869	+;+	3215	0	0	0	0	0
lncRNA_352	Pocillopora_meandrina_HIv1___Sc1111111	4275746	4275964	+	219	0	0	0	0	0
lncRNA_353	Pocillopora_meandrina_HIv1___Sc1111111	4276731	4277153	+	423	0	0	0	0	0
lncRNA_354	Pocillopora_meandrina_HIv1___Sc1111111	4317541	4317973	+	433	0	0	0	0	0
lncRNA_355	Pocillopora_meandrina_HIv1___Sc1111111	4516614	4516814	+	201	0	0	0	0	0
lncRNA_356	Pocillopora_meandrina_HIv1___Sc1111111	4521113	4521323	+	211	0	0	0	0	0
lncRNA_357	Pocillopora_meandrina_HIv1___Sc1111111	4524685	4524932	+	248	0	0	0	0	0
lncRNA_358	Pocillopora_meandrina_HIv1___Sc1111111	4549723	4549975	+	253	0	0	0	0	0
lncRNA_359	Pocillopora_meandrina_HIv1___Sc1111111	4561193	4561819	+	627	0	0	0	0	0
lncRNA_361	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	4677215;4838266	4677618;4838573	+;+	712	0	0	0	0	0
lncRNA_363	Pocillopora_meandrina_HIv1___Sc1111111	4849714	4851168	+	1455	0	0	0	0	0
lncRNA_364	Pocillopora_meandrina_HIv1___Sc1111111	4881792	4882134	+	343	0	0	0	0	0
lncRNA_365	Pocillopora_meandrina_HIv1___Sc1111111	4945789	4945999	+	211	0	0	0	0	0
lncRNA_366	Pocillopora_meandrina_HIv1___Sc1111111	4983382	4983621	+	240	0	0	0	0	0
lncRNA_367	Pocillopora_meandrina_HIv1___Sc1111111	5261647	5261861	+	215	0	0	0	0	0
lncRNA_368	Pocillopora_meandrina_HIv1___Sc1111111	5268973	5269277	+	305	0	0	0	0	0
lncRNA_369	Pocillopora_meandrina_HIv1___Sc1111111	5271188	5271487	+	300	0	0	0	0	0
lncRNA_371	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5271911;5464287	5272249;5464564	+;+	617	0	0	0	0	0
lncRNA_372	Pocillopora_meandrina_HIv1___Sc1111111	5518817	5519291	+	475	0	0	0	0	0
lncRNA_373	Pocillopora_meandrina_HIv1___Sc1111111	5612965	5613841	+	877	0	0	0	0	0
lncRNA_374	Pocillopora_meandrina_HIv1___Sc1111111	5727272	5727785	+	514	0	0	0	0	0
lncRNA_375	Pocillopora_meandrina_HIv1___Sc1111111	5821283	5821789	+	507	0	0	0	0	0
lncRNA_376	Pocillopora_meandrina_HIv1___Sc1111111	5832138	5832642	+	505	0	0	0	0	0
lncRNA_377	Pocillopora_meandrina_HIv1___Sc1111111	5833271	5833487	+	217	0	0	0	0	0
lncRNA_378	Pocillopora_meandrina_HIv1___Sc1111111	5833713	5834472	+	760	0	0	0	0	0
lncRNA_379	Pocillopora_meandrina_HIv1___Sc1111111	5912923	5913452	+	530	0	0	0	0	0
lncRNA_381	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	5999155;6111286	5999381;6111754	+;+	696	0	0	0	0	0
lncRNA_382	Pocillopora_meandrina_HIv1___Sc1111111	6152278	6152653	+	376	0	0	0	0	0
lncRNA_383	Pocillopora_meandrina_HIv1___Sc1111111	6154421	6154982	+	562	0	0	0	0	0
lncRNA_384	Pocillopora_meandrina_HIv1___Sc1111111	6171112	6171318	+	207	0	0	0	0	0
lncRNA_385	Pocillopora_meandrina_HIv1___Sc1111111	6189353	6189651	+	299	0	0	0	0	0
lncRNA_386	Pocillopora_meandrina_HIv1___Sc1111111	6169162	6169589	+	428	0	0	0	0	0
lncRNA_387	Pocillopora_meandrina_HIv1___Sc1111111	6179211	6179583	+	373	0	0	0	0	0
lncRNA_388	Pocillopora_meandrina_HIv1___Sc1111111	6227182	6227419	+	238	0	0	0	0	0
lncRNA_389	Pocillopora_meandrina_HIv1___Sc1111111	6256841	6257363	+	523	0	0	0	0	0
lncRNA_391	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6322128;6336897	6322442;6337173	+;+	592	0	0	0	0	0
lncRNA_392	Pocillopora_meandrina_HIv1___Sc1111111	6617577	6618226	+	650	0	0	0	0	0
lncRNA_393	Pocillopora_meandrina_HIv1___Sc1111111	6648882	6649147	+	266	0	0	0	0	0
lncRNA_394	Pocillopora_meandrina_HIv1___Sc1111111	6651695	6651955	+	261	0	0	0	0	0
lncRNA_395	Pocillopora_meandrina_HIv1___Sc1111111	6651224	6651516	+	293	0	0	0	0	0
lncRNA_396	Pocillopora_meandrina_HIv1___Sc1111111	6661372	6661695	+	324	0	0	0	0	0
lncRNA_397	Pocillopora_meandrina_HIv1___Sc1111111	6792318	6792732	+	415	0	0	0	0	0
lncRNA_398	Pocillopora_meandrina_HIv1___Sc1111111	6799384	6799722	+	339	0	0	0	0	0
lncRNA_399	Pocillopora_meandrina_HIv1___Sc1111111	6879623	6881122	+	1500	0	0	0	0	0
lncRNA_411	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	6882743;6958591;7819191;7869385	6883129;6958816;7819461;7869611	+;+;+;+	1111	0	0	0	0	0
lncRNA_412	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7128455;7884149	7128918;7884354	+;+	670	0	0	0	0	0
lncRNA_413	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7141913;7925557	7142212;7926126	+;+	870	0	0	0	0	0
lncRNA_414	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7132124;7998842	7132317;7999111	+;+	464	0	0	0	0	0
lncRNA_415	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7199611;8119471	7211126;8121251	+;+	13297	0	0	0	0	0
lncRNA_416	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7257156;8152514	7257417;8152824	+;+	573	0	0	0	0	0
lncRNA_417	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7289349;8364918	7289552;8365244	+;+	531	0	0	0	0	0
lncRNA_418	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7722128;8637869	7722264;8638219	+;+	488	0	0	0	0	0
lncRNA_419	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	7785665;8644975	7786272;8645445	+;+	1079	0	0	0	0	0
lncRNA_421	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	8658647;8872497	8658934;8872777	+;+	569	0	0	0	0	0
lncRNA_422	Pocillopora_meandrina_HIv1___Sc1111111	8916281	8916524	+	244	0	0	0	0	0
lncRNA_423	Pocillopora_meandrina_HIv1___Sc1111111	8926559	8926911	+	353	0	0	0	0	0
lncRNA_424	Pocillopora_meandrina_HIv1___Sc1111111	8985252	8985761	+	510	0	0	0	0	0
lncRNA_425	Pocillopora_meandrina_HIv1___Sc1111111	8995767	8995985	+	219	0	0	0	0	0
lncRNA_426	Pocillopora_meandrina_HIv1___Sc1111111	8998117	8998285	+	169	0	0	0	0	0
lncRNA_427	Pocillopora_meandrina_HIv1___Sc1111111	8999371	8999613	+	243	0	0	0	0	0
lncRNA_429	Pocillopora_meandrina_HIv1___Sc1111111	9158826	9159549	+	724	0	0	0	0	0
lncRNA_431	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	9293684;9317126	9293972;9317424	+;+	588	0	0	0	0	0
lncRNA_432	Pocillopora_meandrina_HIv1___Sc1111111	9445852	9446387	+	536	0	0	0	0	0
lncRNA_433	Pocillopora_meandrina_HIv1___Sc1111111	9499737	9511118	+	11382	0	0	0	0	0
lncRNA_434	Pocillopora_meandrina_HIv1___Sc1111111	9598631	9598883	+	253	0	0	0	0	0
lncRNA_435	Pocillopora_meandrina_HIv1___Sc1111111	9676262	9677953	+	1692	0	0	0	0	0
lncRNA_437	Pocillopora_meandrina_HIv1___Sc1111111	9811487	9812155	+	669	0	0	0	0	0
lncRNA_438	Pocillopora_meandrina_HIv1___Sc1111111	9822447	9822855	+	409	0	0	0	0	0
lncRNA_439	Pocillopora_meandrina_HIv1___Sc1111111	9825457	9825815	+	359	0	0	0	0	0
lncRNA_441	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	9844836;9911519	9845511;9912184	+;+	1342	0	0	0	0	0
lncRNA_442	Pocillopora_meandrina_HIv1___Sc1111111	9916183	9916664	+	482	0	0	0	0	0
lncRNA_443	Pocillopora_meandrina_HIv1___Sc1111111	11131254	11131538	+	285	0	0	0	0	0
lncRNA_444	Pocillopora_meandrina_HIv1___Sc1111111	11323942	11324153	+	212	0	0	0	0	0
lncRNA_445	Pocillopora_meandrina_HIv1___Sc1111111	11327151	11327351	+	201	0	0	0	0	0
lncRNA_446	Pocillopora_meandrina_HIv1___Sc1111111	11355569	11355798	+	230	0	0	0	0	0
lncRNA_447	Pocillopora_meandrina_HIv1___Sc1111111	11414811	11415828	+	1018	0	0	0	0	0
lncRNA_448	Pocillopora_meandrina_HIv1___Sc1111111	11419573	11419813	+	241	0	0	0	0	0
lncRNA_449	Pocillopora_meandrina_HIv1___Sc1111111	11412212	11412438	+	227	0	0	0	0	0
lncRNA_451	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11733516;11751561	11734215;11752281	+;+	1421	0	0	0	0	0
lncRNA_452	Pocillopora_meandrina_HIv1___Sc1111111	11819568	11819813	+	246	0	0	0	0	0
lncRNA_453	Pocillopora_meandrina_HIv1___Sc1111111	11813115	11813266	+	152	0	0	0	0	0
lncRNA_454	Pocillopora_meandrina_HIv1___Sc1111111	11816258	11816481	+	224	0	0	0	0	0
lncRNA_455	Pocillopora_meandrina_HIv1___Sc1111111	11816891	11817217	+	327	0	0	0	0	0
lncRNA_456	Pocillopora_meandrina_HIv1___Sc1111111	11856716	11856944	+	229	0	0	0	0	0
lncRNA_457	Pocillopora_meandrina_HIv1___Sc1111111	11868662	11869192	+	531	0	0	0	0	0
lncRNA_458	Pocillopora_meandrina_HIv1___Sc1111111	11971182	11971331	+	150	0	0	0	0	0
lncRNA_459	Pocillopora_meandrina_HIv1___Sc1111111	11972157	11973586	+	1430	0	0	0	0	0
lncRNA_461	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11126839;11135952	11127171;11136241	+;+	623	0	0	0	0	0
lncRNA_462	Pocillopora_meandrina_HIv1___Sc1111111	11164888	11166127	+	1240	0	0	0	0	0
lncRNA_463	Pocillopora_meandrina_HIv1___Sc1111111	11178742	11179154	+	413	0	0	0	0	0
lncRNA_464	Pocillopora_meandrina_HIv1___Sc1111111	11153156	11153337	+	182	0	0	0	0	0
lncRNA_465	Pocillopora_meandrina_HIv1___Sc1111111	11154319	11154625	+	307	0	0	0	0	0
lncRNA_466	Pocillopora_meandrina_HIv1___Sc1111111	11165493	11166377	+	885	0	0	0	0	0
lncRNA_467	Pocillopora_meandrina_HIv1___Sc1111111	11178894	11179222	+	329	0	0	0	0	0
lncRNA_468	Pocillopora_meandrina_HIv1___Sc1111111	11455654	11455861	+	208	0	0	0	0	0
lncRNA_469	Pocillopora_meandrina_HIv1___Sc1111111	11571881	11572311	+	431	0	0	0	0	0
lncRNA_471	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11573977;11576648	11574477;11577473	+;+	1327	0	0	0	0	0
lncRNA_472	Pocillopora_meandrina_HIv1___Sc1111111	11651272	11651522	+	251	0	0	0	0	0
lncRNA_473	Pocillopora_meandrina_HIv1___Sc1111111	11794186	11794874	+	689	0	0	0	0	0
lncRNA_474	Pocillopora_meandrina_HIv1___Sc1111111	11828429	11828676	+	248	0	0	0	0	0
lncRNA_475	Pocillopora_meandrina_HIv1___Sc1111111	11911183	11911676	+	494	0	0	0	0	0
lncRNA_476	Pocillopora_meandrina_HIv1___Sc1111111	11913637	11914628	+	992	0	0	0	0	0
lncRNA_477	Pocillopora_meandrina_HIv1___Sc1111111	11943734	11943942	+	209	0	0	0	0	0
lncRNA_478	Pocillopora_meandrina_HIv1___Sc1111111	11944386	11945113	+	728	0	0	0	0	0
lncRNA_479	Pocillopora_meandrina_HIv1___Sc1111111	11945511	11945718	+	208	0	0	0	0	0
lncRNA_481	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	11957895;11998563	11958173;11998882	+;+	599	0	0	0	0	0
lncRNA_482	Pocillopora_meandrina_HIv1___Sc1111111	12137955	12138811	+	857	0	0	0	0	0
lncRNA_483	Pocillopora_meandrina_HIv1___Sc1111111	12174766	12175111	+	346	0	0	0	0	0
lncRNA_484	Pocillopora_meandrina_HIv1___Sc1111111	12136216	12136511	+	296	0	0	0	0	0
lncRNA_485	Pocillopora_meandrina_HIv1___Sc1111111	12149829	12151179	+	1351	0	0	0	0	0
lncRNA_486	Pocillopora_meandrina_HIv1___Sc1111111	12188816	12189375	+	560	0	0	0	0	0
lncRNA_487	Pocillopora_meandrina_HIv1___Sc1111111	12194547	12194796	+	250	0	0	0	0	0
lncRNA_488	Pocillopora_meandrina_HIv1___Sc1111111	12212968	12213265	+	298	0	0	0	0	0
lncRNA_489	Pocillopora_meandrina_HIv1___Sc1111111	12284842	12285182	+	341	0	0	0	0	0
lncRNA_491	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	12285971;12336131	12286321;12336838	+;+	1059	0	0	0	0	0
lncRNA_492	Pocillopora_meandrina_HIv1___Sc1111111	12341414	12341995	+	582	0	0	0	0	0
lncRNA_493	Pocillopora_meandrina_HIv1___Sc1111111	12639573	12639822	+	250	0	0	0	0	0
lncRNA_494	Pocillopora_meandrina_HIv1___Sc1111111	12649568	12649831	+	264	0	0	0	0	0
lncRNA_496	Pocillopora_meandrina_HIv1___Sc1111111	12715948	12716331	+	384	0	0	0	0	0
lncRNA_497	Pocillopora_meandrina_HIv1___Sc1111111	12728257	12728795	+	539	0	0	0	0	0
lncRNA_498	Pocillopora_meandrina_HIv1___Sc1111111	12741521	12741766	+	246	0	0	0	0	0
lncRNA_499	Pocillopora_meandrina_HIv1___Sc1111111	12763258	12763847	+	590	0	0	0	0	0
lncRNA_511	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	12821598;12841116;13318154;13335959	12821923;12841521;13318618;13336311	+;+;+;+	1550	0	0	0	0	0
lncRNA_512	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	12853727;13416379	12853984;13416635	+;+	515	0	0	0	0	0
lncRNA_513	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	12861948;13468951	12861956;13469179	+;+	238	0	0	0	0	0
lncRNA_514	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	12865675;13524523	12867182;13524821	+;+	1807	0	0	0	0	0
lncRNA_515	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	12878625;13526498	12879149;13526723	+;+	751	0	0	0	0	0
lncRNA_516	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	12971647;13528738	12972114;13529736	+;+	1467	0	0	0	0	0
lncRNA_517	Pocillopora_meandrina_HIv1___Sc1111111	12982865	12983121	+	257	0	0	0	0	0
lncRNA_518	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	13259461;13533871	13259722;13534138	+;+	530	0	0	0	0	0
lncRNA_519	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	13267536;13961867	13268167;13962192	+;+	958	0	0	0	0	0
lncRNA_521	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	13968294;13978838	13968541;13979161	+;+	572	0	0	0	0	0
lncRNA_522	Pocillopora_meandrina_HIv1___Sc1111111	14251125	14251374	+	250	0	0	0	0	0
lncRNA_523	Pocillopora_meandrina_HIv1___Sc1111111	14267622	14268114	+	493	0	0	0	0	0
lncRNA_524	Pocillopora_meandrina_HIv1___Sc1111111	14755561	14756195	+	635	0	0	0	0	0
lncRNA_525	Pocillopora_meandrina_HIv1___Sc1111111	15115276	15115716	+	441	0	0	0	0	0
lncRNA_526	Pocillopora_meandrina_HIv1___Sc1111111	15118451	15118699	+	249	0	0	0	0	0
lncRNA_527	Pocillopora_meandrina_HIv1___Sc1111111	15121193	15121561	+	369	0	0	0	0	0
lncRNA_528	Pocillopora_meandrina_HIv1___Sc1111111	15143116	15143418	+	303	0	0	0	0	0
lncRNA_529	Pocillopora_meandrina_HIv1___Sc1111111	15257491	15257811	+	321	0	0	0	0	0
lncRNA_531	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	15316418;15331348	15317217;15331781	+;+	1234	0	0	0	0	0
lncRNA_532	Pocillopora_meandrina_HIv1___Sc1111111	15341164	15341544	+	381	0	0	0	0	0
lncRNA_533	Pocillopora_meandrina_HIv1___Sc1111111	15341851	15342161	+	311	0	0	0	0	0
lncRNA_534	Pocillopora_meandrina_HIv1___Sc1111111	15448352	15448678	+	327	0	0	0	0	0
lncRNA_535	Pocillopora_meandrina_HIv1___Sc1111111	15475751	15476653	+	903	0	0	0	0	0
lncRNA_536	Pocillopora_meandrina_HIv1___Sc1111111	15482111	15482312	+	202	0	0	0	0	0
lncRNA_537	Pocillopora_meandrina_HIv1___Sc1111111	15532563	15533491	+	929	0	0	0	0	0
lncRNA_538	Pocillopora_meandrina_HIv1___Sc1111111	15566999	15567233	+	235	0	0	0	0	0
lncRNA_539	Pocillopora_meandrina_HIv1___Sc1111111	15568431	15569144	+	714	0	0	0	0	0
lncRNA_541	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	15571169;15571721	15571331;15571994	+;+	437	0	0	0	0	0
lncRNA_542	Pocillopora_meandrina_HIv1___Sc1111111	15572787	15573117	+	331	0	0	0	0	0
lncRNA_543	Pocillopora_meandrina_HIv1___Sc1111111	15612586	15612811	+	226	0	0	0	0	0
lncRNA_544	Pocillopora_meandrina_HIv1___Sc1111111	15662111	15662441	+	331	0	0	0	0	0
lncRNA_545	Pocillopora_meandrina_HIv1___Sc1111111	15664219	15664514	+	296	0	0	0	0	0
lncRNA_546	Pocillopora_meandrina_HIv1___Sc1111111	15669541	15669828	+	288	0	0	0	0	0
lncRNA_547	Pocillopora_meandrina_HIv1___Sc1111111	15719532	15719827	+	296	0	0	0	0	0
lncRNA_548	Pocillopora_meandrina_HIv1___Sc1111111	15723611	15724174	+	564	0	0	0	0	0
lncRNA_549	Pocillopora_meandrina_HIv1___Sc1111111	15858486	15858762	+	277	0	0	0	0	0
lncRNA_551	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	15859913;15867151	15861541;15867523	+;+	2002	0	0	0	0	0
lncRNA_552	Pocillopora_meandrina_HIv1___Sc1111111	15869691	15869915	+	225	0	0	0	0	0
lncRNA_553	Pocillopora_meandrina_HIv1___Sc1111111	15874124	15874398	+	275	0	0	0	0	0
lncRNA_554	Pocillopora_meandrina_HIv1___Sc1111111	15931657	15932111	+	455	0	0	0	0	0
lncRNA_555	Pocillopora_meandrina_HIv1___Sc1111111	16133514	16133869	+	356	0	0	0	0	0
lncRNA_556	Pocillopora_meandrina_HIv1___Sc1111111	16138524	16138781	+	258	0	0	0	0	0
lncRNA_557	Pocillopora_meandrina_HIv1___Sc1111111	16155119	16155384	+	266	0	0	0	0	0
lncRNA_558	Pocillopora_meandrina_HIv1___Sc1111111	16198959	16199374	+	416	0	0	0	0	0
lncRNA_559	Pocillopora_meandrina_HIv1___Sc1111111	16375484	16375989	+	506	0	0	0	0	0
lncRNA_561	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	16427533;16889476	16429547;16889711	+;+	2251	0	0	0	0	0
lncRNA_562	Pocillopora_meandrina_HIv1___Sc1111111	17128135	17128348	+	214	0	0	0	0	0
lncRNA_563	Pocillopora_meandrina_HIv1___Sc1111111	17129471	17129771	+	301	0	0	0	0	0
lncRNA_564	Pocillopora_meandrina_HIv1___Sc1111111	17135474	17135872	+	399	0	0	0	0	0
lncRNA_565	Pocillopora_meandrina_HIv1___Sc1111111	17271121	17271412	+	292	0	0	0	0	0
lncRNA_566	Pocillopora_meandrina_HIv1___Sc1111111	17311485	17311775	+	291	0	0	0	0	0
lncRNA_567	Pocillopora_meandrina_HIv1___Sc1111111	17352851	17353117	+	267	0	0	0	0	0
lncRNA_568	Pocillopora_meandrina_HIv1___Sc1111111	17354737	17356155	+	1419	0	0	0	0	0
lncRNA_569	Pocillopora_meandrina_HIv1___Sc1111111	17358116	17358451	+	336	0	0	0	0	0
lncRNA_571	Pocillopora_meandrina_HIv1___Sc1111111;Pocillopora_meandrina_HIv1___Sc1111111	17514893;17516553	17515881;17517516	+;+	1953	0	0	0	0	0
lncRNA_572	Pocillopora_meandrina_HIv1___Sc1111111	17621785	17622535	+	751	0	0	0	0	0
