gene_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
Pocillopora_meandrina_HIv1___RNAseq.g26825.t1,0,2,18,0,0
STRG.13899,19574,9514,22376,13672,6095
STRG.13898,169,314,457,315,155
STRG.13893,87,287,365,242,232
STRG.13892,59,134,206,38,172
STRG.13891,541,311,387,388,314
STRG.13890,1090,741,1357,984,779
STRG.13897,387,198,386,256,246
STRG.13896,21,23,0,138,0
STRG.13895,452,1523,651,2017,512
STRG.13894,77,85,86,121,15
Pocillopora_meandrina_HIv1___TS.g13051.t1,0,0,0,8,0
STRG.20648,14,36,155,9,46
STRG.20649,24,35,35,25,0
STRG.5792,38,36,69,71,32
Pocillopora_meandrina_HIv1___RNAseq.g16794.t1,0,0,0,0,0
STRG.20640,85,249,189,119,195
STRG.20641,113,277,248,370,89
STRG.20642,2110,2171,3083,3185,1865
STRG.20643,34,97,41,85,21
STRG.20644,76,106,63,84,50
STRG.20645,113,194,127,112,127
STRG.20646,340,2992,936,145,220
STRG.20647,19,131,58,12,11
STRG.11499,648,92,272,341,289
STRG.11498,681,111,526,492,310
STRG.11495,274,72,381,584,219
STRG.11494,5593,147,759,0,0
STRG.11497,103,25,70,100,216
STRG.11496,87,0,27,81,142
STRG.11491,48,0,224,236,196
STRG.11490,59,0,321,354,242
STRG.11493,1431,627,593,108,49
STRG.11492,41,19,53,37,23
Pocillopora_meandrina_HIv1___RNAseq.g2446.t1,0,0,0,0,0
STRG.2649,6429,3769,7639,5172,7430
Pocillopora_meandrina_HIv1___RNAseq.g17481.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26827.t1,0,0,0,7,18
STRG.2643,789,875,658,1114,1010
Pocillopora_meandrina_HIv1___RNAseq.g10944.t1,0,0,0,0,23
Pocillopora_meandrina_HIv1___RNAseq.g21300.t1,0,65,0,0,16
STRG.7840,1889,3071,1911,2741,2071
Pocillopora_meandrina_HIv1___RNAseq.g1674.t1,0,0,11,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19301.t1,0,0,0,0,0
STRG.1608,1245,935,1739,967,908
Pocillopora_meandrina_HIv1___TS.g17091.t1,0,8,0,285,29
STRG.1609,3286,2146,4084,3754,1143
Pocillopora_meandrina_HIv1___RNAseq.g17710.t1,0,0,7,13,24
STRG.1607,1218,808,1119,926,343
Pocillopora_meandrina_HIv1___RNAseq.g4085.t1,0,69,29,0,66
STRG.18924,151,587,428,572,400
STRG.1605,1128,693,807,887,469
STRG.1602,1384,1581,2485,1838,1714
Pocillopora_meandrina_HIv1___TS.g14275.t1,0,0,0,0,0
STRG.1603,711,468,387,659,349
Pocillopora_meandrina_HIv1___TS.g16666.t1,0,0,0,0,0
STRG.18920,1650,928,1808,1649,788
Pocillopora_meandrina_HIv1___RNAseq.g1744.t1,0,0,0,0,0
STRG.1601,67,163,90,218,0
STRG.5123,834,1824,521,4087,2236
Pocillopora_meandrina_HIv1___TS.g28260.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4087.t1,0,11,0,0,21
STRG.5121,19,25,17,77,64
STRG.7279,39009,14626,35353,36439,30184
STRG.7278,252,503,258,379,457
STRG.5120,575,458,338,467,335
STRG.7271,1213,2472,1784,1696,705
STRG.9466,174,19,112,90,95
STRG.7273,118,231,253,270,71
STRG.7272,2786,2824,2539,3254,673
STRG.7275,1201,874,1290,1571,417
STRG.7274,1347,1066,1586,2679,554
STRG.7277,35,17,39,38,18
STRG.7276,19498,15405,23848,22920,25315
STRG.8021,1885,393,1286,741,2564
STRG.5125,3688,2675,5655,3603,2685
STRG.8020,830,180,386,206,1334
Pocillopora_meandrina_HIv1___RNAseq.g30097.t1,0,0,11,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3612.t1,0,12,0,0,0
STRG.9465,1481,1441,811,1341,756
STRG.8023,11,0,0,0,0
STRG.7030,38,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15455.t1,0,16,0,0,0
STRG.7037,6349,6234,8617,5745,2329
STRG.5129,99,246,198,105,130
STRG.7036,14166,11920,14467,28801,33336
Pocillopora_meandrina_HIv1___RNAseq.g26358.t1,0,0,0,0,0
STRG.9469,1004,717,976,720,364
STRG.7035,2241,1526,2695,1781,402
STRG.6840,52,33,5,522,63
STRG.7034,87,162,262,283,518
STRG.15868,52,130,48,92,82
Pocillopora_meandrina_HIv1___RNAseq.g12062.t1,0,0,0,0,0
STRG.15869,21,17,26,97,11
Pocillopora_meandrina_HIv1___RNAseq.g15707.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g13087.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7218.t1,0,0,0,0,0
STRG.6849,432,17,34,34,9
STRG.15865,14,18,96,133,12
Pocillopora_meandrina_HIv1___RNAseq.g1844.t1,0,0,0,0,0
STRG.18823,387,401,252,242,127
STRG.18822,176,82,146,71,133
STRG.18821,89,60,73,65,16
STRG.18820,503,436,381,603,192
STRG.18827,25,0,0,2,1
STRG.18826,140,93,92,145,68
STRG.18825,109,39,27,55,21
STRG.18824,99,82,53,87,71
Pocillopora_meandrina_HIv1___RNAseq.g20877.t1,0,0,0,0,0
STRG.18829,88,137,156,114,107
STRG.18828,612,464,959,791,419
Pocillopora_meandrina_HIv1___RNAseq.g21286.t1,0,0,26,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5783.t1,0,0,0,0,28
Pocillopora_meandrina_HIv1___RNAseq.g3250.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7050.t1,0,2,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g29601.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g16388.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22971.t1,0,11,0,34,35
Pocillopora_meandrina_HIv1___RNAseq.g25086.t2,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g2056.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3252.t1,0,0,5,0,2
Pocillopora_meandrina_HIv1___RNAseq.g12179.t1a,0,0,20,0,0
Pocillopora_meandrina_HIv1___RNAseq.g30215.t1,0,2,0,1,6
Pocillopora_meandrina_HIv1___RNAseq.g2723.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5588.t1,0,30,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19012.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g15040.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27571.t1,0,0,14,19,2
Pocillopora_meandrina_HIv1___RNAseq.g7166.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29603.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7164.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11203.t1,0,0,0,6,0
Pocillopora_meandrina_HIv1___RNAseq.g3597.t2,0,17,15,5,0
Pocillopora_meandrina_HIv1___TS.g21501.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3595.t1,0,0,0,0,9
Pocillopora_meandrina_HIv1___RNAseq.g17698.t1,0,14,18,3,0
STRG.15181,21,34,31,13,0
Pocillopora_meandrina_HIv1___RNAseq.g28184.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20616.t1,0,187,50,38,25
Pocillopora_meandrina_HIv1___RNAseq.g21420.t3,0,41,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13771.t1,0,15,73,55,0
Pocillopora_meandrina_HIv1___RNAseq.g12056.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15462.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14472.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2205.t1,0,0,0,0,0
STRG.52,1246,1080,2149,1491,162
STRG.53,234,167,356,223,146
STRG.50,208,196,160,116,20
STRG.51,2392,2763,3973,4168,571
STRG.56,1026,1331,1688,1176,1564
STRG.57,843,577,864,664,304
STRG.54,196,455,138,259,93
STRG.55,427,340,339,350,119
STRG.58,434,221,86,226,124
Pocillopora_meandrina_HIv1___TS.g13610.t1,0,0,0,37,8
STRG.21124,102,128,94,136,21
Pocillopora_meandrina_HIv1___RNAseq.g8076.t1,0,0,0,19,0
Pocillopora_meandrina_HIv1___RNAseq.g14862.t1,0,3,0,17,11
Pocillopora_meandrina_HIv1___TS.g29282.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2969.t1,0,0,0,0,0
STRG.8824,42866,38294,45738,60846,15281
Pocillopora_meandrina_HIv1___RNAseq.g18680.t1,0,0,0,0,0
STRG.10336,5445,4548,6001,3918,1443
Pocillopora_meandrina_HIv1___RNAseq.g12648.t1,0,0,0,0,0
STRG.10335,720,307,920,474,299
Pocillopora_meandrina_HIv1___TS.g11308.t1,0,0,0,0,0
STRG.20839,245,269,242,608,211
Pocillopora_meandrina_HIv1___TS.g15934.t1,0,0,0,19,0
Pocillopora_meandrina_HIv1___RNAseq.g12377.t1,0,0,2,0,0
Pocillopora_meandrina_HIv1___TS.g23120.t1,0,17,0,25,0
Pocillopora_meandrina_HIv1___RNAseq.g6858.t1,0,6,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2813.t1,0,14,0,4,0
STRG.20830,2,13,16,46,7
Pocillopora_meandrina_HIv1___TS.g25064.t1,0,49,51,19,18
STRG.20836,1518,1025,1423,937,448
Pocillopora_meandrina_HIv1___RNAseq.g24920.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13709.t1,0,13,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19694.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17623.t1,0,4,0,0,26
Pocillopora_meandrina_HIv1___RNAseq.g27961.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g6398.t1,0,13,84,20,0
Pocillopora_meandrina_HIv1___TS.g27809.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13999.t1,0,44,59,0,27
Pocillopora_meandrina_HIv1___RNAseq.g26936.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g4934.t1,0,0,11,0,0
Pocillopora_meandrina_HIv1___TS.g14245.t1,0,0,0,9,0
Pocillopora_meandrina_HIv1___RNAseq.g20746.t1,0,0,12,0,0
STRG.4899,14,0,15,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26771.t1,0,0,0,0,0
STRG.4895,34,0,32,182,0
STRG.4896,18,0,22,114,0
STRG.4897,12,5,17,7,6
STRG.4890,7,0,0,16,0
STRG.4891,4,0,0,0,4
Pocillopora_meandrina_HIv1___RNAseq.g17621.t1,0,0,0,0,0
STRG.4893,19,2,145,0,30
Pocillopora_meandrina_HIv1___RNAseq.g24601.t1,0,0,151,38,0
Pocillopora_meandrina_HIv1___RNAseq.g19500.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g2938.t1,0,0,20,18,0
Pocillopora_meandrina_HIv1___RNAseq.g18009.t1a,0,0,0,0,0
STRG.9912,892,713,1748,973,100
STRG.9913,84,43,117,110,0
STRG.9910,247,84,242,133,42
STRG.9911,616,459,416,525,300
STRG.9916,376,299,422,520,207
STRG.9917,492,1635,1051,1088,886
STRG.9914,1193,1007,1699,1066,604
STRG.9915,247,0,0,0,191
STRG.9918,538,288,484,607,241
STRG.9919,2268,1169,2839,1786,1116
Pocillopora_meandrina_HIv1___RNAseq.g25938.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5907.t1,0,0,0,0,0
STRG.5263,126,97,363,243,121
Pocillopora_meandrina_HIv1___RNAseq.g22652.t1,0,167,92,110,33
Pocillopora_meandrina_HIv1___TS.g8653.t1,0,0,0,5,0
Pocillopora_meandrina_HIv1___RNAseq.g6137.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26773.t1,0,9,0,184,29
Pocillopora_meandrina_HIv1___RNAseq.g20580.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12232.t1,0,8,1,0,12
STRG.20408,334,233,239,228,477
Pocillopora_meandrina_HIv1___RNAseq.g1484.t1,0,15,4,0,0
STRG.20406,1534,475,1964,1118,1607
STRG.20407,147,369,64,513,88
STRG.20404,17,19,0,0,0
STRG.20405,29,420,68,0,0
STRG.20402,1215,1515,931,2219,445
STRG.20403,39,274,260,337,44
Pocillopora_meandrina_HIv1___RNAseq.g5410.t1,0,0,0,0,0
STRG.20401,333,240,591,263,175
STRG.3500,909,192,1511,504,163
STRG.5419,16,19,5,0,0
STRG.5418,4763,1317,2161,4134,3526
STRG.5417,79,0,0,183,147
STRG.5416,20529,4869,14314,14230,7261
STRG.5415,145,177,119,104,57
STRG.5414,1135,1152,1358,763,1473
STRG.5413,9,53,3,0,9
STRG.5412,42,111,25,51,85
STRG.5411,27,1,14,16,56
STRG.5410,47,55,54,15,11
Pocillopora_meandrina_HIv1___RNAseq.g28657.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10218.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12375.t1,0,0,3,0,0
STRG.2827,75,0,64,61,25
STRG.2826,1277,2335,2570,1398,1816
STRG.2825,5349,6755,6415,5012,3041
STRG.2824,621,391,794,488,306
STRG.2823,3832,2593,3144,3716,3850
STRG.2822,32,21,0,20,0
STRG.2821,8729,35057,24707,17892,5815
STRG.2820,256,104,293,108,265
STRG.2829,6,62,33,8,29
STRG.2828,748,1389,1063,264,512
Pocillopora_meandrina_HIv1___RNAseq.g15387.t1,0,13,17,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19696.t1,0,0,0,0,0
STRG.1697,16504,36822,24217,29352,11579
STRG.979,180,163,200,199,54
Pocillopora_meandrina_HIv1___RNAseq.g5412.t1,0,0,0,0,0
STRG.14489,186,324,175,324,324
STRG.14488,964,1464,1379,1080,243
STRG.14481,833,3328,1916,1515,546
STRG.14480,2092,1144,3091,1373,807
STRG.14483,1855,1077,2014,4244,2973
STRG.14482,1730,954,1548,498,493
STRG.14485,8,100,26,176,369
STRG.14484,9436,2573,13923,8125,13587
STRG.14487,981,914,1045,877,851
STRG.14486,252,198,298,405,643
Pocillopora_meandrina_HIv1___TS.g4729.t1,0,0,0,0,0
STRG.8393,97,114,347,126,74
STRG.8392,325,371,228,426,352
STRG.8391,53,59,53,82,19
STRG.8390,3868,4088,2942,6271,2670
STRG.8397,3472,1568,4881,2383,1531
STRG.8396,2281,2468,1436,1914,1296
STRG.8395,172,72,160,121,116
Pocillopora_meandrina_HIv1___TS.g5045.t1,0,0,43,0,0
STRG.1699,8697,11811,12843,16914,5241
STRG.8399,642,464,587,695,95
STRG.8398,721,192,739,371,382
Pocillopora_meandrina_HIv1___TS.g11271.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8937.t1b,0,0,0,0,0
STRG.1698,5470,5478,4478,5275,2468
Pocillopora_meandrina_HIv1___RNAseq.g23037.t1,0,0,14,0,8
STRG.14733,61,19,81,30,8
STRG.14732,735,150,176,115,84
STRG.14731,821,90,301,267,31
STRG.14730,556,46,49,135,149
STRG.14737,485,377,168,454,227
STRG.14736,9,5,0,0,4
Pocillopora_meandrina_HIv1___RNAseq.g27338.t1a,0,0,0,0,0
STRG.14734,45,35,20,69,13
STRG.14739,1356,1897,1871,1755,952
STRG.14738,1333,1155,2873,2772,838
STRG.4630,38802,34329,29798,42814,24283
Pocillopora_meandrina_HIv1___RNAseq.g29375.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g27706.t1,0,0,0,0,0
STRG.15284,1861,1139,2445,968,1476
STRG.15285,426,685,511,649,179
STRG.15286,41,32,22,21,17
STRG.15287,506,118,44,92,1728
STRG.15280,1094,872,2479,1187,1169
STRG.15281,90,106,120,240,28
STRG.15282,790,1513,950,1136,405
STRG.15283,7,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5038.t1,0,32,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19502.t1,0,6,0,1,0
STRG.15288,12,0,7,0,21
STRG.15289,139,0,164,0,0
Pocillopora_meandrina_HIv1___TS.g18017.t1,0,0,3,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10140.t1,0,0,0,12,0
Pocillopora_meandrina_HIv1___RNAseq.g6126.t1,0,0,0,0,0
STRG.7701,231,285,651,340,162
STRG.7700,60221,40077,53662,58390,30040
STRG.7703,796,1439,720,1441,207
STRG.7702,1206,814,1576,1031,349
STRG.7705,103,449,188,416,163
STRG.7704,228,210,310,261,174
STRG.8979,31,168,33,75,101
STRG.8978,1298,759,1191,889,213
STRG.8977,750,2725,755,2010,928
STRG.7708,159,677,64,386,52
STRG.8975,12,0,17,26,14
STRG.8974,728,1242,986,905,402
STRG.8973,10048,17796,9710,18567,10758
STRG.8972,117,69,84,150,100
Pocillopora_meandrina_HIv1___TS.g21403.t1,0,0,0,0,0
STRG.8970,145,184,215,43,59
STRG.3011,447,447,801,512,328
STRG.16392,323,421,229,570,201
STRG.3013,31,21,160,162,140
STRG.3012,597,745,897,705,394
STRG.3015,937,475,1179,715,879
STRG.16396,38,376,84,259,168
STRG.3017,1783,2600,4336,3246,842
STRG.16394,201,6,104,875,0
STRG.3019,1704,1608,2394,1881,427
STRG.3018,290,240,139,410,209
STRG.16399,9375,13869,12831,30654,5970
STRG.16398,10,156,80,161,75
Pocillopora_meandrina_HIv1___RNAseq.g26755.t1,0,36,13,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23927.t1,0,223,70,176,34
STRG.6255,797,1152,559,668,1178
STRG.12881,1194,1488,943,1305,3067
STRG.6257,467,550,545,534,403
STRG.6250,5895,2012,28384,18630,2631
STRG.6251,1577,1184,1859,1485,442
STRG.6252,348,728,642,770,517
STRG.6253,280,152,249,196,121
STRG.3271,547,1344,834,1156,537
STRG.12889,11,4,34,18,0
STRG.12888,239,1210,2042,1455,1036
STRG.6258,1977,147,111,79,67
STRG.6259,229,269,296,248,119
STRG.1707,159,320,382,323,80
STRG.1706,43,170,128,111,51
STRG.1705,390,671,505,231,266
STRG.1704,876,707,816,521,141
STRG.1703,272,327,304,453,205
STRG.1702,139,110,69,13,97
STRG.1701,53,84,56,144,105
STRG.1700,1300,1147,1582,1481,516
Pocillopora_meandrina_HIv1___TS.g1653.t1,0,0,0,0,0
STRG.1709,161,206,145,171,62
Pocillopora_meandrina_HIv1___RNAseq.g22327.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5739.t1,0,0,18,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14438.t1,0,0,0,18,0
STRG.16645,1043,635,1260,638,165
STRG.16644,238,1665,600,1041,547
STRG.16647,47,37,18,55,29
STRG.16646,1061,575,1279,1116,482
STRG.16641,23,17,0,17,4
STRG.16640,18,0,0,28,31
STRG.16643,73,96,42,137,35
STRG.16642,4,0,26,0,0
STRG.16649,171,137,124,58,97
STRG.16648,518,283,467,223,22
STRG.12775,18,0,7,0,5
STRG.12774,86,118,126,120,63
STRG.12777,5295,3165,8571,5710,937
Pocillopora_meandrina_HIv1___RNAseq.g5259.t1,0,1,0,0,0
STRG.12771,32014,17039,29741,35455,18188
STRG.12770,18,61,36,42,51
STRG.12773,336,847,403,949,777
STRG.12772,3250,6192,5634,4426,4441
STRG.12779,113,154,253,571,30
STRG.12778,8073,3875,10576,6893,2344
Pocillopora_meandrina_HIv1___TS.g5558.t1,0,0,0,0,5
Pocillopora_meandrina_HIv1___RNAseq.g28620.t1,0,0,0,0,8
Pocillopora_meandrina_HIv1___RNAseq.g23925.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29024.t1,0,0,0,0,0
STRG.5307,170,123,272,163,34
STRG.14058,243,49,370,245,67
STRG.14059,317,230,231,343,158
Pocillopora_meandrina_HIv1___RNAseq.g19220.t1,0,0,0,0,0
STRG.17118,71,43,25,86,17
STRG.17119,128,566,72,546,137
Pocillopora_meandrina_HIv1___RNAseq.g17652.t1,0,0,139,0,9
Pocillopora_meandrina_HIv1___RNAseq.g10437.t1,0,61,29,21,51
STRG.17113,1193,1566,1481,1894,452
STRG.17110,1070,2455,1145,2649,1239
STRG.17111,13,53,70,118,46
STRG.17116,839,666,805,710,578
STRG.17117,2354,1846,2705,2347,950
STRG.17114,428,427,488,267,480
STRG.17115,27643,12312,36629,24328,12194
STRG.2056,705,599,895,887,187
STRG.2057,6,0,0,0,0
STRG.2054,3023,5838,3913,9603,2269
STRG.18598,77,15,6,23,6
STRG.2052,2,13,6,6,0
STRG.2053,62,42,99,50,20
STRG.2050,40,0,61,8,0
STRG.2051,1651,1314,2372,1440,345
STRG.18593,50,231,157,136,58
STRG.18592,16,54,71,42,36
STRG.18591,219,356,160,207,77
STRG.18590,95,111,1814,1918,1526
STRG.18597,21,26,0,44,0
STRG.18596,282,713,598,630,1796
STRG.2058,3,0,0,0,0
STRG.18594,8,4,12,111,22
STRG.19648,568,247,369,335,60
STRG.19649,2176,1574,3120,1624,640
STRG.5304,297,1943,435,1928,426
Pocillopora_meandrina_HIv1___RNAseq.g13993.t1,0,26,0,31,16
STRG.19640,204,180,267,126,256
STRG.19641,21,23,44,40,77
STRG.19642,50,135,0,54,54
STRG.19643,2251,2418,2566,3728,1776
Pocillopora_meandrina_HIv1___RNAseq.g3780.t1,0,4,0,0,0
STRG.19645,3045,1083,3131,1214,1902
Pocillopora_meandrina_HIv1___RNAseq.g29026.t1,0,0,0,0,0
STRG.19647,592,720,748,650,160
STRG.1858,1325,487,1338,1203,666
STRG.7334,298,92,279,365,105
Pocillopora_meandrina_HIv1___TS.g2677.t1,0,0,0,67,0
STRG.8503,27,0,16,0,0
STRG.8500,71,59,67,14,86
STRG.13916,1778,1666,2106,2000,348
STRG.13917,443,462,678,352,344
STRG.13914,13723,9190,14639,13251,9954
STRG.13915,454,206,422,459,38
STRG.13912,6207,4697,9400,5851,1416
STRG.13913,837,636,712,844,712
STRG.13910,1157,1897,1509,2048,992
Pocillopora_meandrina_HIv1___RNAseq.g25029.t1,0,0,0,0,0
STRG.8506,14,46,0,80,0
Pocillopora_meandrina_HIv1___RNAseq.g85.t1,0,0,0,0,0
STRG.13918,52,136,0,60,17
STRG.13919,1453,1115,2024,995,1048
STRG.21416,17,151,117,793,53
STRG.21417,186,27,384,150,69
Pocillopora_meandrina_HIv1___RNAseq.g17650.t1,0,0,0,0,0
STRG.21415,464,73,411,354,186
STRG.21412,53,255,139,38,181
STRG.21413,111,269,72,88,182
STRG.21410,315,1181,938,509,403
STRG.21411,111,289,150,522,55
STRG.8505,38,11,43,7,0
STRG.21418,48,19,68,50,0
STRG.21419,748,45,126,230,0
Pocillopora_meandrina_HIv1___RNAseq.g10099.t1,0,0,0,0,0
STRG.3839,131,261,0,109,307
STRG.3838,35,66,0,236,78
STRG.3837,59,181,30,364,26
STRG.3836,278,285,33,364,301
STRG.3835,82,90,0,33,138
STRG.3834,7,19,0,35,12
STRG.3833,67,164,34,242,252
STRG.3832,460,334,78,679,169
STRG.3831,91,141,24,53,262
STRG.3830,8,29,0,35,12
Pocillopora_meandrina_HIv1___RNAseq.g19608.t1,0,16,60,32,0
STRG.8931,281,140,416,245,104
Pocillopora_meandrina_HIv1___RNAseq.g3549.t1,0,0,0,0,7
STRG.11518,120,114,199,236,142
STRG.11519,7646,9375,8706,17335,10319
Pocillopora_meandrina_HIv1___RNAseq.g14098.t1,0,0,0,0,0
STRG.11510,424,215,534,330,187
STRG.11511,41,15,83,36,37
STRG.11512,503,736,818,442,365
STRG.12277,760,2105,636,1415,273
STRG.11514,166,211,452,82,97
STRG.11515,38,87,103,107,89
STRG.11516,619,876,286,1073,233
STRG.11517,292,493,326,559,117
Pocillopora_meandrina_HIv1___TS.g13232.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1302.t1,0,0,0,0,0
STRG.16075,676,228,707,518,182
Pocillopora_meandrina_HIv1___RNAseq.g22647.t1,0,0,3,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24873.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28242.t1,0,2,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11290.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23122.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25990.t1,0,0,0,0,0
STRG.10243,261,116,324,72,53
Pocillopora_meandrina_HIv1___RNAseq.g3485.t1,0,0,11,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14046.t1,0,24,0,0,0
STRG.11634,10,0,0,491,0
Pocillopora_meandrina_HIv1___RNAseq.g7753.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g12971.t1,0,0,0,0,0
STRG.11639,39,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16807.t1,0,0,0,0,0
STRG.10241,53,34,34,81,12
Pocillopora_meandrina_HIv1___RNAseq.g26122.t1,0,33,0,66,25
Pocillopora_meandrina_HIv1___RNAseq.g3013.t1,0,22,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g19273.t1,0,0,0,0,8
STRG.10240,767,455,874,750,221
Pocillopora_meandrina_HIv1___RNAseq.g2747.t1,0,0,0,11,11
Pocillopora_meandrina_HIv1___TS.g7270.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17329.t1,0,39,21,13,0
Pocillopora_meandrina_HIv1___RNAseq.g3011.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24532.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28019.t1,0,0,0,12,9
Pocillopora_meandrina_HIv1___RNAseq.g11366.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25035.t1,0,21,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25894.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18785.t1,0,7,32,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14397.t1,0,0,26,0,7
Pocillopora_meandrina_HIv1___RNAseq.g6850.t1,0,0,0,766,0
STRG.4704,31,23,19,13,1
STRG.4705,227,229,97,230,99
STRG.4706,270,107,80,40,301
STRG.4707,545,1270,688,636,384
STRG.4700,52,34,28,56,0
Pocillopora_meandrina_HIv1___RNAseq.g14726.t1a,0,5,0,16,0
Pocillopora_meandrina_HIv1___RNAseq.g14726.t1b,0,0,0,0,0
STRG.4703,185,298,154,441,129
Pocillopora_meandrina_HIv1___TS.g13206.t1,0,0,0,0,0
STRG.4709,103,0,35,0,37
Pocillopora_meandrina_HIv1___RNAseq.g15650.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6871.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7861.t1,0,0,0,0,0
STRG.4825,2346,1685,2457,2183,1103
Pocillopora_meandrina_HIv1___TS.g19501.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17080.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10447.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22460.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g29010.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21925.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22462.t1,0,21,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19508.t1,0,0,0,0,0
