"miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"Cluster_1015","lncRNA_11237",-0.89596581612544,0.0396462406801864,0.683353831717419,147,-20.23,"2 21","79852 79875",21,"61.90%","71.43%"
"Cluster_1015","lncRNA_11237",-0.89596581612544,0.0396462406801864,0.683353831717419,150,-20.31,"2 21","97403 97427",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_11237",-0.89596581612544,0.0396462406801864,0.683353831717419,150,-20.73,"2 21","66147 66174",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11237",-0.89596581612544,0.0396462406801864,0.683353831717419,162,-24.13,"2 21","15944 15964",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11237",-0.89596581612544,0.0396462406801864,0.683353831717419,162,-24.13,"2 21","45646 45666",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11238",-0.902551832415768,0.0359784287559412,0.673629683193315,145,-20.39,"2 21","60191 60212",20,"65.00%","75.00%"
"Cluster_1015","lncRNA_11238",-0.902551832415768,0.0359784287559412,0.673629683193315,147,-20.23,"2 21","79160 79183",21,"61.90%","71.43%"
"Cluster_1015","lncRNA_11238",-0.902551832415768,0.0359784287559412,0.673629683193315,150,-20.31,"2 21","96711 96735",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_11238",-0.902551832415768,0.0359784287559412,0.673629683193315,150,-20.73,"2 21","65455 65482",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11238",-0.902551832415768,0.0359784287559412,0.673629683193315,162,-24.13,"2 21","15252 15272",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11238",-0.902551832415768,0.0359784287559412,0.673629683193315,162,-24.13,"2 21","44954 44974",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11239",-0.940508795738368,0.0172623167661259,0.613674961855994,145,-20.39,"2 21","59643 59664",20,"65.00%","75.00%"
"Cluster_1015","lncRNA_11239",-0.940508795738368,0.0172623167661259,0.613674961855994,150,-20.73,"2 21","64907 64934",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11239",-0.940508795738368,0.0172623167661259,0.613674961855994,162,-24.13,"2 21","14704 14724",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11239",-0.940508795738368,0.0172623167661259,0.613674961855994,162,-24.13,"2 21","44406 44426",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11240",-0.955506238244332,0.0111908384472834,0.613674961855994,145,-20.39,"2 21","59643 59664",20,"65.00%","75.00%"
"Cluster_1015","lncRNA_11240",-0.955506238244332,0.0111908384472834,0.613674961855994,147,-20.23,"2 21","78612 78635",21,"61.90%","71.43%"
"Cluster_1015","lncRNA_11240",-0.955506238244332,0.0111908384472834,0.613674961855994,150,-20.31,"2 21","96163 96187",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_11240",-0.955506238244332,0.0111908384472834,0.613674961855994,150,-20.73,"2 21","64907 64934",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11240",-0.955506238244332,0.0111908384472834,0.613674961855994,162,-24.13,"2 21","14704 14724",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11240",-0.955506238244332,0.0111908384472834,0.613674961855994,162,-24.13,"2 21","44406 44426",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11306",-0.944227855014736,0.0156780815806615,0.613674961855994,150,-20.73,"2 21","32194 32221",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11306",-0.944227855014736,0.0156780815806615,0.613674961855994,162,-24.13,"2 21","12950 12970",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,145,-20.39,"2 21","137190 137211",20,"65.00%","75.00%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,147,-20.23,"2 21","156159 156182",21,"61.90%","71.43%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,150,-20.31,"2 21","73084 73108",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,150,-20.73,"2 21","142454 142481",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,150,-20.73,"2 21","6581 6608",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,151,-20.98,"2 21","36279 36297",19,"68.42%","84.21%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,162,-24.13,"2 21","121953 121973",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,162,-24.13,"2 21","51593 51613",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11308",-0.929721525353504,0.0221276540734588,0.628616000372692,162,-24.13,"2 21","92251 92271",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11309",-0.902482613277413,0.0360163833674117,0.673791050041198,150,-20.31,"2 21","34293 34317",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_11309",-0.902482613277413,0.0360163833674117,0.673791050041198,162,-24.13,"2 21","12802 12822",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11309",-0.902482613277413,0.0360163833674117,0.673791050041198,162,-24.13,"2 21","53460 53480",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11309",-0.902482613277413,0.0360163833674117,0.673791050041198,162,-24.13,"2 21","83162 83182",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11310",-0.907729424948376,0.0331760503805808,0.662670685788071,145,-20.39,"2 21","98399 98420",20,"65.00%","75.00%"
"Cluster_1015","lncRNA_11310",-0.907729424948376,0.0331760503805808,0.662670685788071,147,-20.23,"2 21","117368 117391",21,"61.90%","71.43%"
"Cluster_1015","lncRNA_11310",-0.907729424948376,0.0331760503805808,0.662670685788071,150,-20.31,"2 21","34293 34317",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_11310",-0.907729424948376,0.0331760503805808,0.662670685788071,150,-20.73,"2 21","103663 103690",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11310",-0.907729424948376,0.0331760503805808,0.662670685788071,162,-24.13,"2 21","12802 12822",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11310",-0.907729424948376,0.0331760503805808,0.662670685788071,162,-24.13,"2 21","53460 53480",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11310",-0.907729424948376,0.0331760503805808,0.662670685788071,162,-24.13,"2 21","83162 83182",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11311",-0.909767520418269,0.0320930550430282,0.659772271311823,145,-20.39,"2 21","98399 98420",20,"65.00%","75.00%"
"Cluster_1015","lncRNA_11311",-0.909767520418269,0.0320930550430282,0.659772271311823,147,-20.23,"2 21","117368 117391",21,"61.90%","71.43%"
"Cluster_1015","lncRNA_11311",-0.909767520418269,0.0320930550430282,0.659772271311823,150,-20.31,"2 21","34293 34317",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_11311",-0.909767520418269,0.0320930550430282,0.659772271311823,150,-20.73,"2 21","103663 103690",25,"60.00%","76.00%"
"Cluster_1015","lncRNA_11311",-0.909767520418269,0.0320930550430282,0.659772271311823,162,-24.13,"2 21","12802 12822",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11311",-0.909767520418269,0.0320930550430282,0.659772271311823,162,-24.13,"2 21","53460 53480",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11311",-0.909767520418269,0.0320930550430282,0.659772271311823,162,-24.13,"2 21","83162 83182",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_12026",-0.883967229616829,0.0466120150954097,0.704454945844397,154,-21.01,"2 20","27224 27247",20,"70.00%","75.00%"
"Cluster_1015","lncRNA_12742",-0.928548252686235,0.0226799925181535,0.629053159705147,159,-22.47,"2 21","2071 2095",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_12742",-0.928548252686235,0.0226799925181535,0.629053159705147,159,-22.47,"2 21","247 271",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_12742",-0.928548252686235,0.0226799925181535,0.629053159705147,159,-22.47,"2 21","4007 4031",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_12743",-0.920209905564761,0.0267294508636113,0.639397210042879,159,-22.47,"2 21","2363 2387",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_12743",-0.920209905564761,0.0267294508636113,0.639397210042879,159,-22.47,"2 21","539 563",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_12744",-0.895203716180627,0.0400779339899717,0.683571621088826,159,-22.47,"2 21","640 664",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_13179",-0.911953381110228,0.0309444272474119,0.655784921839029,157,-20.39,"2 16","86880 86900",14,"85.71%","92.86%"
"Cluster_1015","lncRNA_13208",-0.884217873118362,0.0464628822399926,0.704454945844397,160,-22.07,"2 19","24583 24603",17,"82.35%","82.35%"
"Cluster_1015","lncRNA_13305",-0.945952839722476,0.0149603122708693,0.613674961855994,146,-20.01,"2 21","71336 71356",19,"63.16%","73.68%"
"Cluster_1015","lncRNA_13305",-0.945952839722476,0.0149603122708693,0.613674961855994,150,-20.35,"2 21","24875 24900",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13305",-0.945952839722476,0.0149603122708693,0.613674961855994,150,-20.35,"2 21","3219 3244",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13305",-0.945952839722476,0.0149603122708693,0.613674961855994,150,-20.35,"2 21","52732 52757",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13305",-0.945952839722476,0.0149603122708693,0.613674961855994,160,-22.46,"2 19","73354 73374",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_13306",-0.940402337822774,0.01730839125181,0.613674961855994,146,-20.01,"2 21","21166 21186",19,"63.16%","73.68%"
"Cluster_1015","lncRNA_13306",-0.940402337822774,0.01730839125181,0.613674961855994,150,-20.35,"2 21","2562 2587",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13306",-0.940402337822774,0.01730839125181,0.613674961855994,160,-22.46,"2 19","23184 23204",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_13372",-0.967054678904004,0.00714276846666885,0.613674961855994,150,-20.35,"2 21","22437 22462",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13373",-0.967657900193667,0.00694813099679544,0.613674961855994,150,-20.35,"2 21","22429 22454",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13374",-0.923287870501987,0.0252097441454448,0.634729867508314,150,-20.35,"2 21","20656 20681",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13374",-0.923287870501987,0.0252097441454448,0.634729867508314,150,-20.35,"2 21","42312 42337",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13376",-0.975270645978028,0.00465088348024448,0.613674961855994,150,-20.35,"2 21","15496 15521",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13376",-0.975270645978028,0.00465088348024448,0.613674961855994,150,-20.35,"2 21","37152 37177",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13377",-0.943160717949108,0.0161275703188897,0.613674961855994,150,-20.35,"2 21","24531 24556",23,"65.22%","73.91%"
"Cluster_1015","lncRNA_13869",-0.948478100473339,0.0139295328066671,0.613674961855994,157,-25.39,"2 16","57476 57496",14,"85.71%","92.86%"
"Cluster_1015","lncRNA_13870",-0.917842579804722,0.0279176152892412,0.643479336016032,157,-25.39,"2 16","24124 24144",14,"85.71%","92.86%"
"Cluster_1015","lncRNA_14671",-0.952551464009579,0.0123183552004202,0.613674961855994,155,-21.54,"2 21","2150 2174",22,"68.18%","72.73%"
"Cluster_1015","lncRNA_15438",-0.945299888191958,0.0152307169999414,0.613674961855994,160,-23.26,"2 18","87384 87406",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_15438",-0.945299888191958,0.0152307169999414,0.613674961855994,168,-23.79,"2 21","83868 83889",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_15439",-0.945299888191958,0.0152307169999414,0.613674961855994,160,-23.26,"2 18","87384 87406",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_15439",-0.945299888191958,0.0152307169999414,0.613674961855994,168,-23.79,"2 21","83868 83889",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_15440",-0.945299888191958,0.0152307169999414,0.613674961855994,160,-23.26,"2 18","87384 87406",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_15440",-0.945299888191958,0.0152307169999414,0.613674961855994,168,-23.79,"2 21","83868 83889",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_16024",0.883919876190201,0.0466402073694143,0.704454945844397,161,-22.17,"2 19","7900 7923",19,"78.95%","78.95%"
"Cluster_1015","lncRNA_1808",-0.952941342384242,0.0121675628532169,0.613674961855994,151,-22.61,"2 17","458 480",16,"68.75%","87.50%"
"Cluster_1015","lncRNA_1852",-0.929330809791594,0.022311100797035,0.629053159705147,155,-20.1,"2 21","10326 10348",20,"65.00%","80.00%"
"Cluster_1015","lncRNA_1950",-0.939473719133008,0.0177119809847832,0.613674961855994,154,-25.85,"2 21","36333 36359",24,"66.67%","75.00%"
"Cluster_1015","lncRNA_196",-0.951398983848737,0.0127676285591438,0.613674961855994,161,-21.9,"2 20","17898 17918",18,"77.78%","83.33%"
"Cluster_1015","lncRNA_2123",-0.909101185597414,0.0324458614568637,0.661105055956663,156,-23.26,"2 21","3997 4016",19,"73.68%","84.21%"
"Cluster_1015","lncRNA_2707",-0.90900406228318,0.0324973887874044,0.66138528657602,159,-22.47,"2 21","29076 29100",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_2708",-0.909841251644429,0.0320540923717483,0.659526042499877,159,-22.47,"2 21","28790 28814",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_2711",-0.981473286836233,0.00301870606411479,0.613674961855994,159,-22.47,"2 21","24039 24063",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_2929",-0.917444418887647,0.0281190811717074,0.644250796126378,157,-20.39,"2 16","4508 4528",14,"85.71%","92.86%"
"Cluster_1015","lncRNA_334",-0.943460644536799,0.0160008206921954,0.613674961855994,156,-20.81,"2 21","1014 1033",19,"73.68%","84.21%"
"Cluster_1015","lncRNA_334",-0.943460644536799,0.0160008206921954,0.613674961855994,156,-20.81,"2 21","1499 1518",19,"73.68%","84.21%"
"Cluster_1015","lncRNA_335",-0.943460644536799,0.0160008206921954,0.613674961855994,156,-20.81,"2 21","1014 1033",19,"73.68%","84.21%"
"Cluster_1015","lncRNA_335",-0.943460644536799,0.0160008206921954,0.613674961855994,156,-20.81,"2 21","1499 1518",19,"73.68%","84.21%"
"Cluster_1015","lncRNA_3360",-0.897867309070865,0.0385756543685999,0.681668461061536,153,-20.29,"2 15","1678 1700",14,"85.71%","85.71%"
"Cluster_1015","lncRNA_3373",-0.901774122738522,0.036405600759188,0.675470271577824,153,-21.45,"2 21","66 85",19,"68.42%","78.95%"
"Cluster_1015","lncRNA_4005",-0.889086091516173,0.043596568958795,0.695766174257775,160,-20.68,"2 17","687 708",15,"80.00%","86.67%"
"Cluster_1015","lncRNA_4005",-0.889086091516173,0.043596568958795,0.695766174257775,163,-20.68,"2 21","10677 10699",20,"75.00%","80.00%"
"Cluster_1015","lncRNA_4464",-0.938821744542013,0.0179971380066122,0.613674961855994,163,-23.6,"2 21","517 540",21,"71.43%","80.95%"
"Cluster_1015","lncRNA_5126",-0.90739772120915,0.0333533964252866,0.663187612245654,144,-20.3,"2 19","19719 19739",17,"70.59%","70.59%"
"Cluster_1015","lncRNA_5126",-0.90739772120915,0.0333533964252866,0.663187612245654,144,-20.3,"2 19","20783 20803",17,"70.59%","70.59%"
"Cluster_1015","lncRNA_5126",-0.90739772120915,0.0333533964252866,0.663187612245654,144,-20.3,"2 19","21836 21856",17,"70.59%","70.59%"
"Cluster_1015","lncRNA_5126",-0.90739772120915,0.0333533964252866,0.663187612245654,144,-20.3,"2 19","22890 22910",17,"70.59%","70.59%"
"Cluster_1015","lncRNA_5126",-0.90739772120915,0.0333533964252866,0.663187612245654,144,-20.3,"2 19","29985 30005",17,"70.59%","70.59%"
"Cluster_1015","lncRNA_5183",-0.89407407698858,0.0407205516705639,0.685700591199884,154,-23.32,"2 20","10282 10306",21,"66.67%","76.19%"
"Cluster_1015","lncRNA_6291",-0.947436521715209,0.0143517830456067,0.613674961855994,164,-23.44,"2 21","371 392",19,"73.68%","78.95%"
"Cluster_1015","lncRNA_6410",-0.885285119487307,0.0458295682761335,0.702188935449414,156,-22.37,"2 21","7759 7780",19,"57.89%","84.21%"
"Cluster_1015","lncRNA_6410",-0.885285119487307,0.0458295682761335,0.702188935449414,167,-21.3,"2 20","8639 8660",18,"77.78%","83.33%"
"Cluster_1015","lncRNA_7795",-0.947674861000728,0.0142547991157152,0.613674961855994,159,-21.37,"2 21","6303 6325",20,"70.00%","80.00%"
"Cluster_1015","lncRNA_8004",-0.985631453316445,0.00206307434445874,0.613674961855994,152,-21.12,"2 18","2793 2815",17,"70.59%","82.35%"
"Cluster_1015","lncRNA_8005",-0.985631453316445,0.00206307434445874,0.613674961855994,152,-21.12,"2 18","2767 2789",17,"70.59%","82.35%"
"Cluster_1015","lncRNA_8024",-0.905876680992741,0.0341704874819625,0.666652502294539,160,-20.39,"2 18","616 638",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_8024",-0.905876680992741,0.0341704874819625,0.666652502294539,160,-21.09,"2 18","11061 11083",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_8025",-0.892106615028951,0.0418475126656356,0.688777275641165,160,-21.09,"2 18","4055 4077",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_8026",-0.88572916280848,0.04556688121912,0.701395986711632,160,-21.09,"2 18","3877 3899",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_8155",-0.878584764501213,0.0498507571104945,0.711979359718157,160,-21.09,"2 18","3580 3602",17,"76.47%","88.24%"
"Cluster_1015","lncRNA_9463",-0.883862134814168,0.0466745915013867,0.704514840285524,150,-20.53,"2 21","4488 4508",19,"68.42%","73.68%"
"Cluster_1068","lncRNA_11540",0.94714040415233,0.0144725761436567,0.613674961855994,155,-23.91,"2 21","2706 2729",21,"66.67%","76.19%"
"Cluster_1068","lncRNA_1289",0.964150377534202,0.00810422467693961,0.613674961855994,150,-32.06,"2 21","1202 1228",24,"66.67%","70.83%"
"Cluster_1068","lncRNA_1647",0.952023412398234,0.0125235536887023,0.613674961855994,153,-27.04,"2 21","17 36",19,"68.42%","78.95%"
"Cluster_1068","lncRNA_2628",0.95265981187672,0.0122763888627452,0.613674961855994,167,-26.54,"2 20","13429 13450",18,"72.22%","88.89%"
"Cluster_1068","lncRNA_2629",0.95265981187672,0.0122763888627452,0.613674961855994,167,-26.54,"2 20","13429 13450",18,"72.22%","88.89%"
"Cluster_1068","lncRNA_2630",0.936894551864217,0.0188486361549463,0.618503925798352,167,-26.54,"2 20","13429 13450",18,"72.22%","88.89%"
"Cluster_1068","lncRNA_2631",0.936894551864217,0.0188486361549463,0.618503925798352,167,-26.54,"2 20","13420 13441",18,"72.22%","88.89%"
"Cluster_1068","lncRNA_2740",0.938387511662478,0.0181878794312993,0.614835338763546,163,-23.89,"2 17","12280 12302",16,"81.25%","93.75%"
"Cluster_1068","lncRNA_2741",0.93724571337954,0.0186925307416074,0.617615799343479,163,-23.89,"2 17","8887 8909",16,"81.25%","93.75%"
"Cluster_1068","lncRNA_2742",0.900433309539941,0.0371458370388804,0.677576177464092,163,-23.89,"2 17","6695 6717",16,"81.25%","93.75%"
"Cluster_1068","lncRNA_3369",0.885517008278983,0.0456923278612787,0.701704528993159,150,-22.44,"2 21","2019 2039",19,"68.42%","73.68%"
"Cluster_1068","lncRNA_4718",0.902735465381912,0.035877800111568,0.673480081445097,154,-21.94,"2 17","3267 3287",15,"80.00%","86.67%"
"Cluster_1068","lncRNA_9229",0.936075818887013,0.0192142277536446,0.620856779639006,147,-24.93,"2 20","617 635",18,"72.22%","72.22%"
"Cluster_1068","lncRNA_9390",0.945774789684727,0.0150338909831744,0.613674961855994,142,-20.56,"2 17","242 267",19,"63.16%","78.95%"
"Cluster_1068","lncRNA_9685",0.955412474829213,0.0112260711658779,0.613674961855994,150,-20.17,"2 11","603 624",9,"100.00%","100.00%"
"Cluster_1080","lncRNA_11267",0.951804893645607,0.0126087925667855,0.613674961855994,176,-20.07,"2 21","1820 1841",19,"78.95%","89.47%"
"Cluster_1080","lncRNA_2024",0.925117549160072,0.0243200630883269,0.629971206850763,173,-21.95,"2 20","39096 39116",18,"83.33%","94.44%"
"Cluster_1080","lncRNA_6410",0.922517294642094,0.0255875107702712,0.636213459401132,184,-22.49,"2 21","31448 31469",19,"84.21%","94.74%"
"Cluster_1080","lncRNA_9035",0.913101728046976,0.0303463987677264,0.652843314337797,178,-23.04,"2 20","52380 52402",19,"84.21%","94.74%"
"Cluster_1080","lncRNA_9036",0.912263942727587,0.0307823257005169,0.655325180085906,178,-23.04,"2 20","44552 44574",19,"84.21%","94.74%"
"Cluster_1080","lncRNA_9037",0.89313464561064,0.0412574367352688,0.687449950089861,178,-23.04,"2 20","3937 3959",19,"84.21%","94.74%"
"Cluster_1116","lncRNA_15427",0.983589077963401,0.00251745294407388,0.613674961855994,165,-23.46,"2 21","9356 9375",19,"73.68%","89.47%"
"Cluster_1116","lncRNA_15449",0.983335481381249,0.00257593225243613,0.613674961855994,165,-23.46,"2 21","9531 9550",19,"73.68%","89.47%"
"Cluster_1296","lncRNA_10581",-0.91003899459573,0.031949671658103,0.65927035896649,150,-20.97,"2 21","1786 1811",23,"69.57%","69.57%"
"Cluster_1296","lncRNA_1072",-0.973397825649836,0.00518762964074235,0.613674961855994,145,-22.68,"2 10","2340 2361",8,"100.00%","100.00%"
"Cluster_1296","lncRNA_10839",-0.899432538804991,0.0377014328376672,0.679769954537747,160,-25,"2 20","150 174",21,"80.95%","80.95%"
"Cluster_1296","lncRNA_11222",-0.888661537665557,0.0438442270407913,0.696621811836694,157,-25.87,"2 18","1562 1583",16,"75.00%","81.25%"
"Cluster_1296","lncRNA_11709",-0.979333574369914,0.00355533903801122,0.613674961855994,159,-21.82,"2 20","2024 2042",18,"77.78%","83.33%"
"Cluster_1296","lncRNA_12180",-0.943411719204712,0.0160214744175572,0.613674961855994,145,-20.69,"2 19","73 91",17,"76.47%","76.47%"
"Cluster_1296","lncRNA_13703",-0.927044776116013,0.0233941834786825,0.629053159705147,154,-22.57,"2 21","12655 12675",19,"73.68%","73.68%"
"Cluster_1296","lncRNA_14058",-0.966936264409746,0.00718118369052979,0.613674961855994,160,-25,"2 20","7632 7656",21,"80.95%","80.95%"
"Cluster_1296","lncRNA_14099",-0.899347530420741,0.0377487479040824,0.679769954537747,160,-25,"2 20","10887 10911",21,"80.95%","80.95%"
"Cluster_1296","lncRNA_14661",-0.891271001401671,0.0423291019843508,0.690188235382975,154,-21.96,"2 19","9737 9756",17,"82.35%","82.35%"
"Cluster_1296","lncRNA_14668",-0.895968224504344,0.0396448788095968,0.683353831717419,144,-21.7,"2 20","1109 1135",23,"69.57%","69.57%"
"Cluster_1296","lncRNA_14872",-0.918943684009334,0.0273629004225912,0.64068296040685,169,-26.79,"2 21","20397 20416",19,"78.95%","89.47%"
"Cluster_1296","lncRNA_14998",-0.883041626419808,0.0471640577993592,0.705501949886029,160,-25,"2 20","4775 4799",21,"80.95%","80.95%"
"Cluster_1296","lncRNA_2169",-0.911356055988884,0.0312569755021466,0.657207779933377,164,-21.69,"2 17","3502 3523",15,"86.67%","86.67%"
"Cluster_1296","lncRNA_217",-0.914248748149419,0.0297528149006107,0.650614036607296,176,-28.57,"2 21","34696 34717",19,"84.21%","84.21%"
"Cluster_1296","lncRNA_2908",-0.914020805737352,0.0298704752494329,0.651270080279719,147,-23,"2 12","1600 1621",10,"90.00%","90.00%"
"Cluster_1296","lncRNA_2922",-0.926655495500685,0.0235802651035741,0.629053159705147,159,-21.82,"2 20","10267 10285",18,"77.78%","83.33%"
"Cluster_1296","lncRNA_2923",-0.922938141148683,0.0253809706323132,0.635763704458096,159,-21.82,"2 20","8274 8292",18,"77.78%","83.33%"
"Cluster_1296","lncRNA_3194",-0.939489912532777,0.0177049172569705,0.613674961855994,160,-21.98,"2 21","759 780",19,"68.42%","78.95%"
"Cluster_1296","lncRNA_322",-0.948571119126113,0.0138920240283139,0.613674961855994,154,-22.36,"2 15","8151 8172",13,"84.62%","84.62%"
"Cluster_1296","lncRNA_323",-0.900202947524387,0.0372734933259993,0.677809584209378,154,-22.36,"2 15","4769 4790",13,"84.62%","84.62%"
"Cluster_1296","lncRNA_367",-0.882364677244866,0.0475690998451786,0.706684505329397,150,-20.88,"2 18","1041 1065",19,"78.95%","78.95%"
"Cluster_1296","lncRNA_368",-0.882364677244866,0.0475690998451786,0.706684505329397,150,-20.88,"2 18","1041 1065",19,"78.95%","78.95%"
"Cluster_1296","lncRNA_371",-0.905259762967355,0.0345036903263554,0.667901269827914,150,-20.88,"2 18","3393 3417",19,"78.95%","78.95%"
"Cluster_1296","lncRNA_460",-0.952441867287259,0.0123608528447159,0.613674961855994,159,-24.3,"2 21","8302 8324",20,"75.00%","75.00%"
"Cluster_1296","lncRNA_497",-0.992212434063245,0.000824002440310543,0.613674961855994,159,-21.82,"2 20","2039 2057",18,"77.78%","83.33%"
"Cluster_1296","lncRNA_6043",-0.941449087059812,0.0168571020246151,0.613674961855994,149,-23.53,"2 14","5 26",12,"83.33%","83.33%"
"Cluster_1296","lncRNA_6822",-0.968460429934059,0.00669194197692574,0.613674961855994,159,-21.82,"2 20","2031 2049",18,"77.78%","83.33%"
"Cluster_1296","lncRNA_7190",-0.910798121905916,0.0315498211369197,0.657843645812622,145,-21.98,"2 10","8457 8478",8,"100.00%","100.00%"
"Cluster_1296","lncRNA_7190",-0.910798121905916,0.0315498211369197,0.657843645812622,159,-23.03,"2 16","7719 7740",14,"85.71%","85.71%"
"Cluster_1296","lncRNA_9482",-0.915896343582457,0.0289068048763071,0.647528031687774,160,-25,"2 20","2824 2848",21,"80.95%","80.95%"
"Cluster_1793","lncRNA_13027",0.907195443888234,0.0334616928889752,0.663568764804225,150,-21.77,"2 20","2268 2290",20,"65.00%","75.00%"
"Cluster_1793","lncRNA_3632",0.945407311396578,0.015186121785173,0.613674961855994,168,-21.9,"2 18","10629 10650",17,"88.24%","88.24%"
"Cluster_1938","lncRNA_10150",0.889122302780525,0.0435754661959571,0.69563653143758,163,-23.32,"2 22","351 372",20,"70.00%","85.00%"
"Cluster_1938","lncRNA_1071",0.894008180432618,0.0407581385437029,0.685837187103505,152,-20.23,"2 17","4333 4355",15,"73.33%","80.00%"
"Cluster_1938","lncRNA_11275",0.907294128584748,0.0334088444326449,0.663319842033721,151,-21.26,"2 22","1272 1293",20,"60.00%","80.00%"
"Cluster_1938","lncRNA_1279",0.887724281239143,0.0443925368851421,0.698195959888961,152,-20.23,"2 17","4333 4355",15,"73.33%","80.00%"
"Cluster_1938","lncRNA_12813",0.894629700783476,0.0404040674864848,0.684731858444356,156,-20.42,"2 18","2582 2605",17,"70.59%","88.24%"
"Cluster_1938","lncRNA_12814",0.894629700783476,0.0404040674864848,0.684731858444356,156,-20.42,"2 18","2582 2605",17,"70.59%","88.24%"
"Cluster_1938","lncRNA_12815",0.894614993614103,0.0404124345834237,0.684749688127578,156,-20.42,"2 18","2496 2519",17,"70.59%","88.24%"
"Cluster_1938","lncRNA_13388",0.965975535878713,0.00749534821649741,0.613674961855994,169,-25.19,"2 22","1011 1033",20,"70.00%","85.00%"
